cal_date,shipper_group,hub_name,total_orders,total_orders_kpi,first_mile_canceled_order,pu_success_ontime,pu_success_late,pending_pu_not_due,pending_pu_late,first_attempt_ontime,first_attempt_late,first_mile_cancelled_rate,first_attempt_ontime_rate_kpi,pu_success_ontime_rate
3/23/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1590,1585,18,1484,88,0,0,1581,4,0.0113,0.9975,0.9333
3/22/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,290,290,6,253,31,0,0,286,4,0.0207,0.9862,0.8724
3/22/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1963,1927,41,1718,204,0,0,1925,2,0.0209,0.999,0.8752
3/21/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,40,40,0,37,3,0,0,40,0,0.00E+00,1,0.925
3/21/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1304,1220,102,749,453,0,0,1212,8,0.0782,0.9934,0.5744
3/20/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,233,233,1,228,4,0,0,233,0,0.0043,1,0.9785
3/20/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1483,1474,20,1336,127,0,0,1468,6,0.0135,0.9959,0.9009
3/19/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,206,206,1,186,19,0,0,206,0,0.0049,1,0.9029
3/19/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1600,1592,15,1505,80,0,0,1591,1,0.0094,0.9994,0.9406
3/18/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,251,250,3,215,33,0,0,250,0,0.012,1,0.8566
3/18/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1543,1536,16,1418,109,0,0,1536,0,0.0104,1,0.919
3/17/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,233,229,6,209,18,0,0,229,0,0.0258,1,0.897
3/17/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1475,1473,13,1369,93,0,0,1473,0,0.0088,1,0.9281
3/16/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,256,256,1,226,29,0,0,256,0,0.0039,1,0.8828
3/16/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1672,1669,20,1493,159,0,0,1669,0,0.012,1,0.8929
3/15/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,243,242,3,207,33,0,0,241,1,0.0123,0.9959,0.8519
3/15/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2037,2027,26,1915,96,0,0,2026,1,0.0128,0.9995,0.9401
3/14/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,81,81,0,79,2,0,0,81,0,0.00E+00,1,0.9753
3/14/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,858,855,14,600,244,0,0,854,1,0.0163,0.9988,0.6993
3/13/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,205,204,1,194,10,0,0,204,0,0.0049,1,0.9463
3/13/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1364,1360,12,1233,119,0,0,1360,0,0.0088,1,0.904
3/12/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,266,265,3,239,24,0,0,264,1,0.0113,0.9962,0.8985
3/12/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1479,1475,21,1388,70,0,0,1474,1,0.0142,0.9993,0.9385
3/11/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,285,285,0,263,22,0,0,285,0,0.00E+00,1,0.9228
3/11/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1561,1555,17,1434,110,0,0,1554,1,0.0109,0.9994,0.9186
3/10/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,302,302,1,278,23,0,0,302,0,0.0033,1,0.9205
3/10/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1613,1605,13,1490,110,0,0,1603,2,0.0081,0.9988,0.9237
3/9/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,266,266,5,226,35,0,0,266,0,0.0188,1,0.8496
3/9/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1636,1628,16,1516,104,0,0,1625,3,0.0098,0.9982,0.9267
3/8/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,359,358,2,208,149,0,0,358,0,0.0056,1,0.5794
3/8/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2156,2151,24,1908,224,0,0,2150,1,0.0111,0.9995,0.885
3/7/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,51,51,0,50,1,0,0,51,0,0.00E+00,1,0.9804
3/7/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,968,962,18,720,230,0,0,957,5,0.0186,0.9948,0.7438
3/6/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,184,183,2,174,8,0,0,183,0,0.0109,1,0.9457
3/6/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1276,1265,25,1149,102,0,0,1263,2,0.0196,0.9984,0.9005
3/5/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,230,230,1,213,16,0,0,230,0,0.0043,1,0.9261
3/5/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1457,1454,26,1237,194,0,0,1453,1,0.0178,0.9993,0.849
3/4/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,326,326,2,305,19,0,0,326,0,0.0061,1,0.9356
3/4/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2648,2645,28,2262,358,0,0,2643,2,0.0106,0.9992,0.8542
3/3/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,269,269,4,244,21,0,0,269,0,0.0149,1,0.9071
3/3/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,3693,3682,63,3142,488,0,0,3678,4,0.0171,0.9989,0.8508
3/2/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,334,334,1,278,55,0,0,334,0,0.003,1,0.8323
3/2/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1724,1713,47,1476,201,0,0,1712,1,0.0273,0.9994,0.8561
3/1/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,333,333,3,306,24,0,0,333,0,0.009,1,0.9189
3/1/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2381,2373,23,2201,157,0,0,2363,10,0.0097,0.9958,0.9244
2/28/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,39,37,3,31,5,0,0,37,0,0.0769,1,0.7949
2/28/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1333,1327,40,916,377,0,0,1297,30,0.03,0.9774,0.6872
2/27/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,161,161,1,151,9,0,0,161,0,0.0062,1,0.9379
2/27/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1587,1584,27,1370,190,0,0,1584,0,0.017,1,0.8633
2/26/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,181,181,0,170,11,0,0,181,0,0.00E+00,1,0.9392
2/26/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1673,1659,30,1548,95,0,0,1659,0,0.0179,1,0.9253
2/25/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,258,256,4,207,47,0,0,255,1,0.0155,0.9961,0.8023
2/25/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1796,1791,28,1664,104,0,0,1786,5,0.0156,0.9972,0.9265
2/24/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,189,189,2,170,17,0,0,188,1,0.0106,0.9947,0.8995
2/24/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2037,2035,19,1897,121,0,0,2034,1,0.0093,0.9995,0.9313
2/23/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,250,250,3,211,36,0,0,246,4,0.012,0.984,0.844
2/23/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2052,2047,27,1863,162,0,0,2045,2,0.0132,0.999,0.9079
2/22/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,327,327,0,301,26,0,0,327,0,0.00E+00,1,0.9205
2/22/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2381,2377,39,2112,230,0,0,2376,1,0.0164,0.9996,0.887
2/21/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,43,43,0,40,3,0,0,43,0,0.00E+00,1,0.9302
2/21/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1362,1359,29,1106,227,0,0,1342,17,0.0213,0.9875,0.812
2/20/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,174,174,1,162,11,0,0,173,1,0.0057,0.9943,0.931
2/20/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1495,1486,28,1234,233,0,0,1482,4,0.0187,0.9973,0.8254
2/19/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,131,131,1,110,20,0,0,130,1,0.0076,0.9924,0.8397
2/19/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1944,1937,44,1629,271,0,0,1932,5,0.0226,0.9974,0.838
2/18/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,100,100,4,72,24,0,0,100,0,0.04,1,0.72
2/18/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1960,1958,41,1501,418,0,0,1958,0,0.0209,1,0.7658
2/17/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,124,124,4,78,42,0,0,102,22,0.0323,0.8226,0.629
2/17/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1716,1693,37,1377,302,0,0,1636,57,0.0216,0.9663,0.8024
2/16/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,10,10,0,6,4,0,0,9,1,0.00E+00,0.9,0.6
2/16/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,694,692,22,579,93,0,0,678,14,0.0317,0.9798,0.8343
2/15/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,9,9,0,4,5,0,0,9,0,0.00E+00,1,0.4444
2/15/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,317,308,11,296,10,0,0,306,2,0.0347,0.9935,0.9338
2/14/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,3,3,0,1,2,0,0,3,0,0.00E+00,1,0.3333
2/14/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,106,99,7,87,12,0,0,96,3,0.066,0.9697,0.8208
2/13/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,2,2,0,2,0,0,0,2,0,0.00E+00,1,1
2/13/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,74,69,5,66,3,0,0,68,1,0.0676,0.9855,0.8919
2/12/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,9,9,0,8,1,0,0,9,0,0.00E+00,1,0.8889
2/11/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,35,31,5,26,4,0,0,30,1,0.1429,0.9677,0.7429
2/10/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,31,29,2,24,5,0,0,29,0,0.0645,1,0.7742
2/9/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,9,9,0,3,6,0,0,6,3,0.00E+00,0.6667,0.3333
2/9/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,146,145,5,101,40,0,0,110,35,0.0342,0.7586,0.6918
2/8/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,40,40,2,22,16,0,0,34,6,0.05,0.85,0.55
2/8/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,336,333,27,282,27,0,0,333,0,0.0804,1,0.8393
2/7/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,6,6,0,3,3,0,0,6,0,0.00E+00,1,0.5
2/7/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,559,551,51,392,116,0,0,531,20,0.0912,0.9637,0.7013
2/6/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,57,57,2,50,5,0,0,56,1,0.0351,0.9825,0.8772
2/6/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1250,1248,29,1149,72,0,0,1248,0,0.0232,1,0.9192
2/5/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,82,79,3,68,11,0,0,77,2,0.0366,0.9747,0.8293
2/5/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1631,1625,27,1488,116,0,0,1610,15,0.0166,0.9908,0.9123
2/4/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,261,261,0,240,21,0,0,260,1,0.00E+00,0.9962,0.9195
2/4/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2322,2316,23,2107,192,0,0,2305,11,0.0099,0.9953,0.9074
2/3/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,272,272,3,248,21,0,0,272,0,0.011,1,0.9118
2/3/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2653,2647,44,2301,308,0,0,2642,5,0.0166,0.9981,0.8673
2/2/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,294,294,4,262,28,0,0,294,0,0.0136,1,0.8912
2/2/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2983,2974,48,2734,201,0,0,2971,3,0.0161,0.999,0.9165
2/1/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,324,322,7,267,50,0,0,319,3,0.0216,0.9907,0.8241
2/1/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,3614,3608,54,3239,321,0,0,3606,2,0.0149,0.9994,0.8962
1/31/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,73,72,1,70,2,0,0,71,1,0.0137,0.9861,0.9589
1/31/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1681,1676,31,1275,375,0,0,1671,5,0.0184,0.997,0.7585
1/30/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,201,201,0,186,15,0,0,200,1,0.00E+00,0.995,0.9254
1/30/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2454,2449,33,2171,250,0,0,2448,1,0.0134,0.9996,0.8847
1/29/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,362,362,3,309,50,0,0,361,1,0.0083,0.9972,0.8536
1/29/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2304,2300,47,2039,218,0,0,2297,3,0.0204,0.9987,0.885
1/28/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,373,371,2,337,34,0,0,369,2,0.0054,0.9946,0.9035
1/28/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,3834,3827,59,3418,357,0,0,3826,1,0.0154,0.9997,0.8915
1/27/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,273,273,2,216,55,0,0,269,4,0.0073,0.9853,0.7912
1/27/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,4607,4597,50,4219,338,0,0,4595,2,0.0109,0.9996,0.9158
1/26/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,221,219,2,194,25,0,0,216,3,0.009,0.9863,0.8778
1/26/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2557,2548,40,2341,176,0,0,2546,2,0.0156,0.9992,0.9155
1/25/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,248,247,4,199,45,0,0,245,2,0.0161,0.9919,0.8024
1/25/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,3085,3076,56,2806,223,0,0,3063,13,0.0182,0.9958,0.9096
1/24/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,90,90,4,85,1,0,0,90,0,0.0444,1,0.9444
1/24/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1697,1693,40,1311,343,0,3,1688,5,0.0236,0.997,0.7725
1/23/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,224,224,1,208,15,0,0,222,2,0.0045,0.9911,0.9286
1/23/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2124,2123,40,1875,209,0,0,2121,2,0.0188,0.9991,0.8828
1/22/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,315,315,2,253,59,0,1,312,3,0.0063,0.9905,0.8032
1/22/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2091,2085,34,1940,117,0,0,2085,0,0.0163,1,0.9278
1/21/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,253,251,3,232,18,0,0,248,3,0.0119,0.988,0.917
1/21/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2281,2274,27,2129,125,0,0,2274,0,0.0118,1,0.9334
1/20/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,249,249,1,194,54,0,0,245,4,0.004,0.9839,0.7791
1/20/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2143,2134,24,1955,164,0,0,2134,0,0.0112,1,0.9123
1/19/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,221,221,1,153,67,0,0,219,2,0.0045,0.991,0.6923
1/19/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2263,2260,23,2076,164,0,0,2242,18,0.0102,0.992,0.9174
1/18/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,235,235,6,208,21,0,0,232,3,0.0255,0.9872,0.8851
1/18/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,3355,3332,49,3151,155,0,0,3330,2,0.0146,0.9994,0.9392
1/17/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,57,57,1,43,13,0,0,56,1,0.0175,0.9825,0.7544
1/17/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1395,1389,21,1039,335,0,0,1387,2,0.0151,0.9986,0.7448
1/16/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,206,206,2,191,13,0,0,206,0,0.0097,1,0.9272
1/16/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2139,2128,37,1934,168,0,0,2126,2,0.0173,0.9991,0.9042
1/15/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,276,276,3,254,19,0,0,272,4,0.0109,0.9855,0.9203
1/15/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2132,2125,32,1975,125,0,0,2122,3,0.015,0.9986,0.9264
1/14/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,229,229,4,205,20,0,0,226,3,0.0175,0.9869,0.8952
1/14/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2049,2043,22,1905,122,0,0,2042,1,0.0107,0.9995,0.9297
1/13/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,192,191,2,157,33,0,0,190,1,0.0104,0.9948,0.8177
1/13/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2027,2017,28,1885,114,0,0,2016,1,0.0138,0.9995,0.9299
1/12/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,222,221,5,185,32,0,0,218,3,0.0225,0.9864,0.8333
1/12/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2255,2248,27,2083,145,0,0,2247,1,0.012,0.9996,0.9237
1/11/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,277,277,4,227,46,0,0,267,10,0.0144,0.9639,0.8195
1/11/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2848,2845,40,2511,297,0,0,2763,82,0.014,0.9712,0.8817
1/10/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,110,107,3,97,10,0,0,106,1,0.0273,0.9907,0.8818
1/10/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1408,1406,18,1071,319,0,0,1296,110,0.0128,0.9218,0.7607
1/9/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,177,177,3,162,12,0,0,174,3,0.0169,0.9831,0.9153
1/9/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1833,1826,22,1635,176,0,0,1811,15,0.012,0.9918,0.892
1/8/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,194,193,3,180,11,0,0,188,5,0.0155,0.9741,0.9278
1/8/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1998,1993,20,1882,96,0,0,1992,1,0.01,0.9995,0.9419
1/7/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,585,585,3,556,26,0,0,579,6,0.0051,0.9897,0.9504
1/7/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2049,2047,22,1909,118,0,0,2046,1,0.0107,0.9995,0.9317
1/6/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,208,208,2,190,16,0,0,199,9,0.0096,0.9567,0.9135
1/6/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1980,1975,18,1871,91,0,0,1975,0,0.0091,1,0.9449
1/5/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,252,251,5,225,22,0,0,251,0,0.0198,1,0.8929
1/5/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2021,2017,22,1839,160,0,0,2017,0,0.0109,1,0.9099
1/4/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,208,206,6,192,10,0,0,206,0,0.0288,1,0.9231
1/4/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,2772,2768,36,2481,255,0,0,2757,11,0.013,0.996,0.895
1/3/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,73,72,1,69,3,0,0,72,0,0.0137,1,0.9452
1/3/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1567,1559,22,1243,302,0,0,1530,29,0.014,0.9814,0.7932
1/2/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,135,135,2,114,19,0,0,134,1,0.0148,0.9926,0.8444
1/2/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,1881,1879,22,1662,197,0,0,1876,3,0.0117,0.9984,0.8836
1/1/2021,Non-Shopee,HCM - Tan Binh 1 - SOU - DP,73,73,1,70,2,0,0,73,0,0.0137,1,0.9589
1/1/2021,Shopee,HCM - Tan Binh 1 - SOU - DP,942,934,18,885,39,0,0,934,0,0.0191,1,0.9395
7/31/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,16,16,0,1,14,0,1,2,14,0.00E+00,0.125,0.0625
7/31/2021,Shopee,HCM - Thu Duc - SOU - DP,304,296,43,112,117,0,31,225,71,0.1414,0.7601,0.3684
7/30/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,7,7,0,1,5,0,1,2,5,0.00E+00,0.2857,0.1429
7/30/2021,Shopee,HCM - Thu Duc - SOU - DP,283,273,45,120,83,0,34,182,91,0.159,0.6667,0.424
7/29/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,16,16,1,0,3,0,12,15,1,0.0625,0.9375,0.00E+00
7/29/2021,Shopee,HCM - Thu Duc - SOU - DP,353,349,76,126,112,0,37,314,35,0.2153,0.8997,0.3569
7/28/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,20,20,0,0,20,0,0,4,16,0.00E+00,0.2,0.00E+00
7/28/2021,Shopee,HCM - Thu Duc - SOU - DP,151,142,60,7,63,0,13,79,63,0.3974,0.5563,0.0464
7/27/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,12,12,1,0,11,0,0,0,12,0.0833,0.00E+00,0.00E+00
7/27/2021,Shopee,HCM - Thu Duc - SOU - DP,45,38,11,0,24,0,10,0,38,0.2444,0.00E+00,0.00E+00
7/26/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,21,21,0,0,20,0,1,0,21,0.00E+00,0.00E+00,0.00E+00
7/26/2021,Shopee,HCM - Thu Duc - SOU - DP,355,279,79,0,196,0,80,10,269,0.2225,0.0358,0.00E+00
7/25/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,12,12,2,0,10,0,0,0,12,0.1667,0.00E+00,0.00E+00
7/25/2021,Shopee,HCM - Thu Duc - SOU - DP,255,177,80,0,158,0,17,0,177,0.3137,0.00E+00,0.00E+00
7/24/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,91,91,48,17,14,0,12,84,7,0.5275,0.9231,0.1868
7/24/2021,Shopee,HCM - Thu Duc - SOU - DP,585,578,71,396,97,0,21,464,114,0.1214,0.8028,0.6769
7/23/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,42,41,5,24,13,0,0,32,9,0.119,0.7805,0.5714
7/23/2021,Shopee,HCM - Thu Duc - SOU - DP,971,968,86,838,43,0,4,885,83,0.0886,0.9143,0.863
7/22/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,114,114,27,61,25,0,1,80,34,0.2368,0.7018,0.5351
7/22/2021,Shopee,HCM - Thu Duc - SOU - DP,754,750,72,606,68,0,8,685,65,0.0955,0.9133,0.8037
7/21/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,116,116,9,67,40,0,0,100,16,0.0776,0.8621,0.5776
7/21/2021,Shopee,HCM - Thu Duc - SOU - DP,821,810,57,684,66,0,14,792,18,0.0694,0.9778,0.8331
7/20/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,106,106,19,32,55,0,0,83,23,0.1792,0.783,0.3019
7/20/2021,Shopee,HCM - Thu Duc - SOU - DP,999,991,53,816,121,0,9,968,23,0.0531,0.9768,0.8168
7/19/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,153,153,11,80,62,0,0,83,70,0.0719,0.5425,0.5229
7/19/2021,Shopee,HCM - Thu Duc - SOU - DP,1363,1336,112,657,589,0,5,848,488,0.0822,0.6347,0.482
7/18/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,166,166,26,49,91,0,0,49,117,0.1566,0.2952,0.2952
7/18/2021,Shopee,HCM - Thu Duc - SOU - DP,1451,1436,82,466,896,0,7,571,865,0.0565,0.3976,0.3212
7/17/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,109,109,12,61,35,0,1,72,37,0.1101,0.6606,0.5596
7/17/2021,Shopee,HCM - Thu Duc - SOU - DP,1540,1532,148,1084,303,0,5,1247,285,0.0961,0.814,0.7039
7/16/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,191,191,9,98,84,0,0,109,82,0.0471,0.5707,0.5131
7/16/2021,Shopee,HCM - Thu Duc - SOU - DP,2809,2767,208,2210,387,0,4,2279,488,0.074,0.8236,0.7868
7/15/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,146,145,5,48,93,0,0,56,89,0.0342,0.3862,0.3288
7/15/2021,Shopee,HCM - Thu Duc - SOU - DP,2468,2423,189,1279,995,0,5,1471,952,0.0766,0.6071,0.5182
7/14/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,184,183,21,44,108,0,11,119,64,0.1141,0.6503,0.2391
7/14/2021,Shopee,HCM - Thu Duc - SOU - DP,2128,2097,80,1573,475,0,0,1753,344,0.0376,0.836,0.7392
7/13/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,160,160,3,105,46,0,6,121,39,0.0188,0.7563,0.6563
7/13/2021,Shopee,HCM - Thu Duc - SOU - DP,1823,1800,66,1552,200,0,5,1632,168,0.0362,0.9067,0.8513
7/12/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,201,201,16,146,39,0,0,160,41,0.0796,0.796,0.7264
7/12/2021,Shopee,HCM - Thu Duc - SOU - DP,2705,2672,128,1857,715,0,5,2087,585,0.0473,0.7811,0.6865
7/11/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,58,58,5,41,12,0,0,41,17,0.0862,0.7069,0.7069
7/11/2021,Shopee,HCM - Thu Duc - SOU - DP,2244,2183,94,1476,673,0,1,1534,649,0.0419,0.7027,0.6578
7/10/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,175,174,4,142,29,0,0,151,23,0.0229,0.8678,0.8114
7/10/2021,Shopee,HCM - Thu Duc - SOU - DP,2154,2119,92,1521,541,0,0,1717,402,0.0427,0.8103,0.7061
7/9/2021,Non-Shopee,HCM - Thu Duc - SOU - DP,213,213,1,130,82,0,0,159,54,0.0047,0.7465,0.6103
