hub_name,mean,lower,upper,rider_no
ANG - An Giang - SOU,652.1904761904765,619.5589850060909,684.8219673748613,11.047619047619047
ANG - An Phu - SOU - SUB 2,212.19999999999996,192.23437718558762,232.16562281441244,4.214285714285714
ANG - Chau Doc - SOU - SUB 2,693.4153846153847,647.670627442334,739.1601417884351,11.142857142857142
ANG - Phu Tan - SOU - SUB 2,737.1454545454545,710.796958392772,763.4939506981369,12.952380952380953
ANG - Tri Ton - SOU - SUB 2,178.4102564102564,158.1821586906739,198.63835412983892,3.0
BAG - Bac Giang - NOR,1190.6363636363637,1148.0558555561452,1233.2168717165825,16.285714285714285
BAG - Hiep Hoa - NOR - SUB 2,611.7361111111112,582.2704562129801,641.2017660092423,9.823529411764707
BAG - Luc Nam - NOR - SUB 2,395.5230769230768,353.6378467737584,437.40830707239553,9.277777777777779
BAG - Luc Ngan - NOR - SUB 2,222.20618556701035,212.65304881574394,231.75932231827667,5.0
BAK - Bac Kan - NOR,241.50806451612885,220.960031384983,262.0560976472752,3.3461538461538463
BAL - Bac Lieu - SOU,468.0714285714285,446.23400738681056,489.90884975604666,8.928571428571429
BAL - Gia Rai - SOU - SUB 2,526.2480620155038,485.6608300190957,566.8352940119119,15.263157894736842
BAL - Hong Dan - SOU - SUB 2,264.05000000000007,247.0890897187925,281.0109102812075,6.785714285714286
BD - Binh Duong - SOU,1048.3181818181815,996.8228944121216,1099.8134692242422,19.263157894736842
BD - Di An - SOU - SUB 2,1056.5,983.7136807263525,1129.2863192736475,23.848484848484848
BD - Nam Tan Uyen - SOU - SUB 2,623.8392857142857,592.348991855249,655.3295795733223,11.0
BD - Phu Giao - SOU - SUB 2,167.5,149.64021402337264,185.35978597662736,6.529411764705882
BD - Thuan Giao - SOU - SUB 2,1035.0967741935488,964.1678288008301,1106.0257195862662,18.105263157894736
BET - Ben Tre - SOU,543.8225806451612,525.7959761113461,561.8491851789767,9.1875
BET - Binh Dai - SOU - SUB 2,287.53389830508473,275.9977919002376,299.0700047099318,5.571428571428571
BET - Cho Lach - SOU - SUB 2,256.1041666666667,245.0343184603738,267.1740148729595,4.809523809523809
