cal_date,hub_id,rider_no,parcel_no
2021-05-09,283,9,510
2021-05-09,1076,1,32
2021-05-13,1193,7,162
2021-05-15,391,12,532
2021-05-17,1253,8,822
2021-05-20,1262,4,130
2021-05-21,924,3,69
2021-05-26,1180,11,401
2021-05-26,1141,2,54
2021-05-28,1193,6,237
2021-05-28,96,11,517
2021-05-30,287,1,0
2021-05-31,1201,9,1020
2021-05-10,1037,2,48
2021-05-12,708,4,147
2021-05-12,1141,2,48
2021-05-17,1141,3,90
2021-05-22,781,13,716
2021-05-02,1262,1,0
2021-05-08,1097,2,673
2021-05-17,1180,7,346
2021-05-21,213,5,180
2021-05-25,1097,2,532
2021-05-29,976,1,0
2021-05-29,287,4,309
2021-05-08,1141,2,78
2021-05-21,1201,6,130
2021-05-28,976,1,0
2021-05-26,1149,2,28
2021-05-30,1158,2,142
2021-05-11,1037,2,52
2021-05-14,1193,5,169
2021-05-19,1041,1,38
2021-05-20,1158,5,522
2021-05-23,1241,1,21
2021-05-29,1097,2,453
2021-05-06,1041,1,22
2021-05-21,1041,1,40
2021-05-28,1149,2,18
2021-05-16,1193,1,0
2021-05-01,48,1,0
2021-05-14,1089,1,27
2021-05-28,1028,2,61
2021-04-01,1193,6,115
2021-04-01,1241,5,191
2021-04-01,473,1,32
2021-04-02,1249,14,567
2021-04-02,1089,1,27
2021-04-03,48,24,808
2021-04-06,96,8,528
2021-04-08,48,17,1115
2021-04-08,1197,19,4088
2021-04-08,1249,15,876
2021-04-09,1158,5,346
2021-04-09,387,6,203
2021-04-12,92,10,890
2021-04-12,1076,10,279
2021-04-13,1249,13,344
2021-04-13,1024,3,87
2021-04-14,1253,7,378
2021-04-16,283,8,456
2021-04-17,1262,3,108
2021-04-19,92,10,835
2021-04-20,48,18,821
2021-04-20,781,12,705
2021-04-20,391,21,513
2021-04-23,92,10,689
2021-04-24,985,2,44
2021-04-25,1249,13,506
2021-04-25,1201,1,293
2021-04-27,48,19,780
2021-04-27,1045,2,51
2021-04-29,283,8,412
2021-04-06,92,9,606
2021-04-13,473,1,45
2021-04-14,1028,2,33
2021-04-16,48,11,774
2021-04-16,924,3,25
2021-04-16,1180,10,281
2021-04-17,708,4,120
2021-04-01,989,1,151
2021-04-17,1089,2,35
2021-04-19,369,5,227
2021-04-21,1180,1,0
2021-04-19,96,9,690
2021-04-29,1024,3,56
2021-04-08,1097,2,1146
2021-04-12,1141,2,73
2021-04-13,924,3,15
2021-04-08,1141,2,42
2021-04-08,989,2,282
2021-04-07,1141,2,66
2021-04-12,985,1,8
2021-04-19,1028,2,51
2021-04-19,1089,1,28
2021-04-21,391,1,0
2021-03-01,1158,7,906
2021-03-01,781,17,790
2021-03-03,213,10,178
2021-03-03,1097,2,890
2021-03-04,1241,7,225
2021-03-05,48,19,998
2021-03-05,1241,9,229
2021-03-05,1253,12,748
2021-03-06,1201,6,157
2021-03-06,1037,2,39
2021-03-07,1158,5,348
2021-03-07,1197,17,1818
2021-03-09,1201,6,161
2021-03-09,1197,17,3733
2021-03-09,369,6,205
2021-03-10,96,11,447
2021-03-10,972,9,88
2021-03-11,1249,14,595
2021-03-11,1076,9,151
2021-03-12,1249,15,514
2021-03-13,213,7,162
2021-03-14,1180,1,3
2021-03-15,1193,8,193
2021-03-15,920,2,12
2021-03-15,985,1,11
2021-03-16,1249,9,270
2021-03-16,1158,5,380
2021-03-17,96,9,284
2021-03-19,213,7,163
2021-03-22,48,13,945
2021-03-24,283,8,495
2021-03-26,1076,10,221
2021-03-27,1253,9,424
2021-03-29,1253,12,1079
2021-03-29,283,10,868
2021-03-30,781,16,708
2021-03-31,92,11,539
2021-03-31,213,8,188
2021-03-31,1076,7,349
2021-03-01,473,1,49
2021-03-04,213,8,210
2021-03-08,391,19,625
2021-03-11,369,6,183
2021-03-19,48,17,676
2021-03-20,924,2,17
2021-03-22,92,10,742
2021-03-24,1141,2,46
2021-03-31,48,16,720
2021-03-03,175,7,246
2021-03-09,387,3,96
2021-03-10,1024,2,54
2021-03-11,1041,2,28
2021-03-13,1197,16,3046
2021-03-16,287,5,204
2021-03-16,1045,2,65
2021-03-28,287,1,1
2021-03-30,1141,2,60
2021-03-31,1141,2,56
2021-03-05,976,1,0
2021-03-08,976,1,0
2021-03-26,1141,2,40
2021-03-30,976,2,0
2021-03-31,1037,2,39
2021-03-27,1028,1,14
2021-03-28,1241,1,0
2021-03-08,1158,5,278
2021-03-10,1045,2,64
2021-03-17,1028,2,26
2021-03-19,708,3,125
2021-03-31,1089,2,29
2021-03-06,920,2,55
2021-03-11,473,1,45
2021-03-25,1041,2,20
2021-03-02,1145,1,0
2021-03-09,985,1,18
2021-03-21,391,1,0
2021-03-07,287,1,2
2021-01-02,1201,4,136
2021-01-02,283,9,492
2021-01-07,972,5,152
2021-01-08,1249,6,517
2021-01-09,387,4,205
2021-01-10,1197,18,1615
2021-01-11,1180,6,228
2021-01-12,1201,4,143
2021-01-12,369,6,218
2021-01-12,213,4,149
2021-01-12,1197,18,3599
2021-01-13,283,11,671
2021-01-14,391,10,492
2021-01-16,1076,4,142
2021-01-22,92,10,593
2021-01-23,213,8,206
2021-01-24,781,9,226
2021-01-24,1201,1,8
2021-01-25,1141,2,70
2021-01-25,972,6,276
2021-01-27,1249,15,619
2021-01-28,213,6,225
2021-01-28,387,5,267
2021-01-29,96,12,757
2021-01-04,1076,4,244
2021-01-06,924,2,32
2021-01-07,920,1,27
2021-01-07,708,3,160
2021-01-12,1241,4,154
2021-01-14,920,1,38
2021-01-15,924,2,21
2021-01-18,976,2,0
2021-01-22,175,7,367
2021-01-26,985,1,79
2021-01-30,1037,2,48
2021-01-31,1037,2,27
2021-01-05,1076,4,125
2021-01-10,391,1,0
2021-01-12,391,10,478
2021-01-15,1201,4,131
2021-01-18,1201,4,150
2021-01-25,96,6,619
2021-01-29,175,7,295
2021-01-30,1045,2,58
2021-01-04,924,2,22
2021-01-15,920,2,15
2021-01-19,92,9,717
2021-01-27,708,5,173
2021-01-28,1024,2,74
2021-01-10,1241,3,105
2021-01-12,989,1,106
2021-01-16,1028,1,39
2021-01-31,1193,3,76
2021-01-04,976,1,0
2021-01-13,1141,2,71
2021-01-16,1037,2,51
2021-01-19,1193,4,165
2021-01-28,1141,1,62
2021-01-14,1149,2,47
2021-01-29,1149,2,111
2021-01-03,96,1,0
2021-01-07,1028,2,56
2021-07-01,976,1,0
2021-07-01,1197,20,1884
2021-07-01,1180,7,160
2021-07-03,1197,22,2544
2021-07-06,1253,5,258
2021-07-07,781,14,569
2021-07-08,985,1,4
2021-07-09,1201,8,400
2021-07-09,92,13,534
2021-07-13,213,5,131
2021-07-13,391,9,280
2021-07-13,972,7,260
2021-07-13,1037,2,24
2021-07-14,1197,21,2450
2021-07-16,1253,6,368
2021-07-17,48,10,634
2021-07-17,175,7,162
2021-07-17,1072,5,170
2021-07-17,1180,7,293
2021-07-19,1149,3,68
2021-07-24,768,1,2
2021-07-26,369,7,252
2021-07-26,473,1,44
2021-07-26,1262,4,42
2021-07-28,1176,6,498
2021-07-02,1249,7,490
2021-07-06,391,9,338
2021-07-10,213,5,303
2021-07-20,92,8,402
2021-07-26,972,6,136
2021-07-28,1076,1,1
2021-07-09,1193,6,310
2021-07-16,1249,8,663
2021-07-16,1262,4,83
2021-07-21,781,1,10
2021-07-22,1037,2,28
2021-07-27,213,5,130
2021-07-29,387,4,62
2021-07-02,1089,2,30
2021-07-03,1097,2,850
2021-07-07,1028,1,28
2021-07-15,1253,5,307
2021-07-22,1193,1,0
2021-07-02,1141,2,36
2021-07-06,708,4,208
2021-07-07,1089,2,32
2021-07-07,1037,2,23
2021-07-08,1037,2,23
2021-07-14,1041,1,16
2021-07-17,1141,2,41
2021-07-21,920,2,34
2021-07-03,1041,1,20
2021-07-08,473,1,32
2021-07-14,920,1,39
2021-07-21,1193,1,2
2021-07-31,1037,2,27
2021-07-02,1097,2,1063
2021-07-14,1089,1,26
2021-07-25,1176,1,201
2021-07-04,213,1,0
2021-07-07,473,1,23
2021-07-14,473,1,39
2021-07-26,1149,3,88
2021-07-26,1028,1,24
2021-02-03,972,7,68
2021-02-01,1241,5,399
2021-02-01,924,2,56
2021-02-04,369,7,251
2021-02-09,1193,5,58
2021-02-09,1249,12,278
2021-02-17,1180,7,23
2021-02-18,391,9,302
2021-02-19,92,10,440
2021-02-20,48,12,720
2021-02-21,283,12,687
2021-02-22,1089,2,35
2021-02-24,213,8,146
2021-02-26,1193,7,225
2021-02-18,1024,2,33
2021-02-19,1158,7,740
2021-02-25,283,11,597
2021-02-26,1037,2,56
2021-02-05,708,6,197
2021-02-05,387,5,244
2021-02-23,175,7,476
2021-02-25,1037,2,33
2021-02-27,1149,2,34
2021-02-09,1045,3,74
2021-02-19,924,1,0
2021-02-20,985,1,0
2021-02-24,985,1,25
2021-02-24,989,1,213
2021-02-07,369,1,0
2021-02-23,473,1,31
2021-02-25,1201,6,177
2021-02-26,920,3,17
2021-02-26,1045,2,57
2021-02-04,283,1,0
2020-12-01,924,1,6
2020-12-01,708,4,109
2020-12-03,1045,2,34
2020-12-05,387,4,89
2020-12-10,1024,2,91
2020-12-11,1158,5,256
2020-12-15,48,12,901
2020-12-15,369,6,263
2020-12-15,1076,4,200
2020-12-21,287,4,193
2020-12-22,369,5,192
2020-12-25,287,4,141
2020-12-25,391,9,398
2020-12-26,391,10,473
2020-12-02,976,1,0
2020-12-04,1089,1,28
2020-12-07,1158,5,431
2020-12-09,972,3,110
2020-12-11,92,8,360
2020-12-11,369,4,131
2020-12-14,1180,7,320
2020-12-15,920,1,41
2020-12-15,1097,2,442
2020-12-16,1193,4,186
2020-12-24,708,3,229
2020-12-24,1028,2,70
2020-12-28,287,4,242
2020-12-30,1037,2,31
2020-12-05,1201,4,166
2020-12-07,283,8,575
2020-12-11,1045,2,43
2020-12-11,1089,2,33
2020-12-12,92,7,367
2020-12-17,1180,8,329
2020-12-31,1089,2,38
2020-12-04,96,5,300
2020-12-08,976,1,0
2020-12-10,213,4,127
2020-12-17,1201,4,167
2020-12-26,96,6,406
2020-12-26,1028,2,47
2020-12-04,924,1,16
2020-12-14,473,1,50
2020-12-17,708,2,192
2020-12-24,1089,2,42
2020-12-26,1041,2,16
2020-12-29,1158,4,296
2020-12-29,1141,2,75
2020-12-30,1141,2,52
2020-12-02,473,1,16
2020-12-04,985,1,0
2020-12-10,708,2,100
2020-12-15,473,1,42
2020-12-15,1145,1,0
2020-12-22,985,1,0
2020-12-27,1201,1,0
2020-12-31,924,2,3
2020-12-08,1037,2,31
2020-12-29,920,1,47
2020-12-29,1041,1,37
2020-12-31,1141,2,47
2020-12-02,1041,1,18
2020-12-06,1180,1,0
2020-12-11,1149,2,3
2020-12-16,1037,1,13
2021-06-01,287,7,335
2021-06-01,175,7,243
2021-06-01,1253,4,179
2021-06-02,1201,9,120
2021-06-02,985,1,0
2021-06-03,369,7,220
2021-06-04,48,11,634
2021-06-05,283,8,388
2021-06-06,391,1,0
2021-06-08,1180,7,358
2021-06-10,1072,5,250
2021-06-11,96,9,591
2021-06-12,1249,10,1048
2021-06-12,287,4,345
2021-06-12,283,9,397
2021-06-14,283,10,669
2021-06-14,1180,6,477
2021-06-15,96,9,636
2021-06-15,1028,2,55
2021-06-16,1028,2,42
2021-06-17,781,13,474
2021-06-17,1072,6,278
2021-06-18,283,8,469
2021-06-19,1158,8,794
2021-06-21,1180,7,377
2021-06-23,1024,3,277
2021-06-28,781,13,547
2021-06-30,92,9,369
2021-06-01,369,7,235
2021-06-02,781,16,654
2021-06-03,708,4,131
2021-06-05,1028,2,34
2021-06-09,972,6,217
2021-06-11,1072,5,270
2021-06-14,48,12,1393
2021-06-18,1249,8,899
2021-06-18,1193,9,370
2021-06-19,287,7,297
2021-06-19,1262,3,155
2021-06-19,1253,7,334
2021-06-21,287,7,412
2021-06-22,1249,8,527
2021-06-22,1180,9,313
2021-06-23,1197,21,2846
2021-06-24,1149,2,3
2021-06-26,1241,4,228
2021-06-27,1253,4,0
2021-06-28,1072,5,239
2021-06-01,1249,7,159
2021-06-05,287,4,299
2021-06-14,1262,3,184
2021-06-18,708,4,154
2021-06-19,1197,21,4022
2021-06-22,391,9,329
2021-06-01,1089,2,47
2021-06-10,972,6,231
2021-06-18,213,5,226
2021-06-18,920,2,20
2021-06-20,1253,4,0
2021-06-25,1028,2,44
2021-06-04,213,5,141
2021-06-04,1180,6,246
2021-06-09,1037,2,51
2021-06-21,924,3,24
2021-06-30,473,1,34
2021-06-06,1253,4,159
2021-06-24,985,1,25
2021-06-26,1262,3,133
2021-06-30,1241,5,193
2021-06-21,976,1,0
2021-06-06,1158,1,0
2021-06-30,976,1,0
2021-06-04,1041,1,38
2021-06-20,387,1,8
2021-06-01,473,1,54
2021-06-05,1041,1,27
2021-06-06,287,1,11
2021-06-27,175,1,3
2021-06-29,473,1,42
2021-05-02,92,11,623
2021-05-03,287,8,376
2021-05-03,1197,21,4478
2021-05-03,1253,9,698
2021-05-04,287,5,200
2021-05-05,369,4,139
2021-05-05,213,5,175
2021-05-06,1180,8,274
2021-05-08,387,5,233
2021-05-08,1197,21,4678
2021-05-10,1197,18,4316
2021-05-11,287,9,257
2021-05-11,1076,5,213
2021-05-11,1197,19,3244
2021-05-13,781,14,596
2021-05-14,48,10,705
2021-05-15,92,10,462
2021-05-15,387,4,151
2021-05-18,1241,5,232
2021-05-20,92,9,522
2021-05-20,1253,6,400
2021-05-23,1197,16,2439
2021-05-25,1072,4,17
2021-05-26,213,5,193
2021-05-27,175,6,236
2021-05-28,175,6,223
2021-05-29,1024,3,40
2021-05-04,1241,5,199
2021-05-04,1193,6,164
2021-05-05,1241,5,213
2021-05-05,1076,7,439
2021-05-05,1193,5,187
2021-05-06,387,5,194
2021-05-06,287,8,258
2021-05-19,96,9,507
2021-05-28,92,10,483
2021-05-29,924,3,4
2021-05-31,1253,4,218
2021-05-31,1024,3,49
2021-05-03,387,8,232
2021-05-08,1089,2,30
2021-05-11,920,2,93
2021-05-30,1201,3,361
2021-05-11,1045,2,73
2021-05-13,976,1,0
2021-05-16,391,2,1
2021-05-18,1037,2,36
2021-05-23,1097,2,504
2021-05-28,1037,2,26
2021-05-03,708,4,272
2021-05-30,1041,1,0
2021-05-08,473,1,54
2021-05-16,283,1,17
2021-05-20,1089,2,28
2021-05-30,1076,1,1
2021-05-14,473,1,42
2021-05-25,1041,1,29
2021-05-03,1028,2,46
2021-05-04,1089,2,33
2021-05-14,989,1,2
2021-05-20,1097,2,731
2021-04-03,1180,9,278
2021-04-03,1253,9,697
2021-04-03,1076,9,214
2021-04-07,1028,2,38
2021-04-07,985,1,2
2021-04-08,1241,8,272
2021-04-09,1249,15,721
2021-04-09,1180,10,328
2021-04-09,1141,2,42
2021-04-10,48,16,627
2021-04-10,972,6,164
2021-04-14,369,5,206
2021-04-14,1076,9,531
2021-04-15,175,7,227
2021-04-16,1249,13,635
2021-04-18,1197,17,1709
2021-04-20,92,12,611
2021-04-20,175,7,300
2021-04-23,283,9,598
2021-04-23,781,12,570
2021-04-24,1180,8,96
2021-04-24,175,7,251
2021-04-24,1197,19,3248
2021-04-24,1141,2,42
2021-04-26,1197,15,4326
2021-04-29,1076,9,990
2021-04-01,369,6,192
2021-04-01,781,9,361
2021-04-03,96,8,460
2021-04-08,213,6,195
2021-04-10,1197,18,2938
2021-04-10,985,1,23
2021-04-15,1253,8,442
2021-04-16,1045,2,44
2021-04-17,387,4,113
2021-04-18,1201,1,0
2021-04-19,287,7,253
2021-04-19,1197,18,4235
2021-04-20,96,9,560
2021-04-20,387,5,109
2021-04-23,708,4,179
2021-04-24,1201,5,533
2021-04-26,387,7,282
2021-04-27,1253,7,451
2021-04-30,48,1,0
2021-04-02,1197,16,3181
2021-04-03,1262,3,79
2021-04-05,1262,3,128
2021-04-06,1262,3,113
2021-04-10,1037,2,22
2021-04-17,1041,1,19
2021-04-17,1028,2,24
2021-04-20,287,6,251
2021-04-22,1201,6,746
2021-04-26,1028,2,48
2021-04-27,985,2,32
2021-04-28,1253,7,433
2021-04-19,924,3,35
2021-04-13,976,1,0
2021-04-18,287,1,21
2021-04-27,1097,2,1191
2021-04-19,1045,2,58
2021-04-03,924,2,14
2021-04-02,985,1,0
2021-04-22,1045,2,65
2021-04-25,976,1,0
2021-04-17,1141,2,42
2021-03-01,92,12,670
2021-03-01,391,19,684
2021-03-02,708,5,231
2021-03-04,1193,6,200
2021-03-04,1024,2,325
2021-03-08,48,21,1245
2021-03-10,708,4,87
2021-03-11,92,9,814
2021-03-15,1158,5,417
2021-03-15,924,2,22
2021-03-17,1180,11,234
2021-03-18,708,4,99
2021-03-18,391,19,471
2021-03-18,1041,1,29
2021-03-18,781,16,662
2021-03-18,1037,2,29
2021-03-20,96,10,396
2021-03-25,213,7,143
2021-03-25,1089,1,29
2021-03-26,708,5,110
2021-03-26,283,8,453
2021-03-26,781,17,523
2021-03-29,96,9,608
2021-03-29,391,13,654
2021-03-30,92,12,638
2021-03-30,1180,8,286
2021-03-31,96,9,438
2021-03-02,1180,7,283
2021-03-09,781,15,500
2021-03-10,283,8,504
2021-03-12,1158,5,322
2021-03-18,1193,6,147
2021-03-18,1089,2,38
2021-03-22,1180,7,322
2021-03-23,708,4,155
2021-03-23,369,6,184
2021-03-25,96,9,409
2021-03-25,1028,2,24
2021-03-26,48,17,666
2021-03-27,213,8,145
2021-03-01,972,7,158
2021-03-03,1041,2,36
2021-03-04,1158,7,656
2021-03-04,287,8,235
2021-03-10,1193,6,113
2021-03-10,1076,8,186
2021-03-14,213,1,0
2021-03-17,387,4,136
2021-03-18,1024,2,384
2021-03-21,976,1,0
2021-03-23,924,2,10
2021-03-22,976,1,0
2021-03-22,1041,2,35
2021-03-30,1028,2,45
2021-03-04,708,5,138
2021-03-04,1028,2,43
2021-03-19,1045,2,37
2021-03-19,1149,3,8
2021-03-26,1097,2,868
2021-03-10,473,1,22
2021-03-12,976,1,0
2021-03-14,989,1,50
2021-03-04,976,1,0
2021-03-17,1089,1,18
2021-03-20,1097,2,883
2021-03-15,1024,2,64
2021-03-28,985,1,0
2021-03-29,920,1,12
2021-01-02,96,7,471
2021-01-02,1097,3,1052
2021-01-03,781,2,0
2021-01-05,1158,4,482
2021-01-06,781,27,1023
2021-01-14,1037,2,40
2021-01-14,781,21,692
2021-01-15,48,11,898
2021-01-15,781,17,719
2021-01-16,92,10,440
2021-01-16,1041,1,29
2021-01-18,283,10,759
2021-01-20,48,23,1099
2021-01-21,283,9,638
2021-01-22,369,7,200
2021-01-22,1149,2,50
2021-01-23,1201,4,185
2021-01-25,1241,5,314
2021-01-25,391,11,586
2021-01-26,1076,5,185
2021-01-27,1241,5,261
2021-01-28,1076,5,274
2021-01-28,1028,2,31
2021-01-30,369,7,314
2021-01-30,1180,7,188
2021-01-31,391,13,478
2021-01-02,387,4,250
2021-01-08,92,9,611
2021-01-09,1249,6,572
2021-01-15,708,3,156
2021-01-16,972,6,127
2021-01-21,1193,5,138
2021-01-23,781,15,698
2021-01-23,1097,2,1337
2021-01-29,1241,4,282
2021-01-29,1037,2,48
2021-01-30,1249,16,919
2021-01-06,387,4,139
2021-01-07,1201,4,196
2021-01-08,1045,2,50
2021-01-11,1076,4,231
2021-01-18,920,1,31
2021-01-04,1037,2,72
2021-01-11,213,4,283
2021-01-16,369,6,186
2021-01-26,175,7,305
2021-01-27,1037,2,48
2021-01-27,1028,2,55
2021-01-28,989,1,8
2021-01-05,1097,3,1265
2021-01-07,1024,2,61
2021-01-12,1028,1,40
2021-01-07,1158,5,465
2021-01-14,708,3,178
2021-01-19,1141,2,58
2021-01-26,972,6,228
2021-01-25,989,2,372
2021-01-18,473,1,56
2021-07-01,48,12,760
2021-07-03,391,9,259
2021-07-04,1197,17,727
2021-07-05,48,12,1093
2021-07-06,1197,23,2735
2021-07-08,283,8,570
2021-07-09,924,3,44
2021-07-09,1197,22,4010
2021-07-10,1241,5,270
2021-07-12,708,4,211
2021-07-12,48,12,1389
2021-07-12,92,9,741
2021-07-13,1193,4,73
2021-07-15,1176,7,459
2021-07-16,1197,22,4081
2021-07-20,283,8,411
2021-07-20,1149,3,63
2021-07-21,213,5,142
2021-07-21,1072,6,170
2021-07-21,1180,6,160
2021-07-22,387,4,138
2021-07-22,1045,2,69
2021-07-23,473,1,26
2021-07-25,1180,5,47
2021-07-27,1024,3,40
2021-07-01,283,8,259
2021-07-04,391,1,0
2021-07-13,387,4,177
2021-07-13,1089,2,42
2021-07-15,103337,3,235
2021-07-16,1201,8,312
2021-07-20,1180,6,362
2021-07-24,48,12,762
2021-07-29,920,2,13
2021-07-29,1262,4,2
2021-07-14,1028,2,26
2021-07-15,1041,1,30
2021-07-16,283,8,431
2021-07-18,1193,1,7
2021-07-22,1249,8,528
2021-07-23,1180,4,140
2021-07-03,369,1,18
2021-07-06,1158,6,389
2021-07-07,283,8,406
2021-07-16,387,4,181
2021-07-17,1262,4,116
2021-07-20,1045,2,97
2021-07-29,1045,2,45
2021-07-08,976,1,0
2021-07-12,1037,2,60
2021-07-26,920,3,105
2021-07-27,985,1,25
2021-07-09,1097,2,1198
2021-07-28,1041,1,17
2021-07-07,213,5,222
2021-07-12,473,1,61
2021-07-04,1241,1,0
2021-07-06,1024,3,134
2021-07-19,1089,1,32
2021-07-16,1141,2,77
2021-07-04,972,1,1
2021-07-10,1037,2,27
2021-07-30,1041,1,25
2021-07-12,768,1,1
2021-07-25,1262,1,0
2021-02-03,1201,6,61
2021-02-05,48,12,1129
2021-02-08,48,19,646
2021-02-09,1197,12,265
2021-02-18,1076,4,41
2021-02-20,1158,6,645
2021-02-21,985,1,20
2021-02-22,708,4,134
2021-02-24,1249,12,441
2021-02-24,1201,6,120
2021-02-25,1249,13,646
2021-02-26,1180,11,226
2021-02-26,287,9,228
2021-02-28,1197,18,1398
2021-02-01,369,7,263
2021-02-03,1041,2,32
2021-02-05,1158,5,683
2021-02-05,213,7,301
2021-02-06,283,10,460
2021-02-07,708,4,151
2021-02-09,387,4,73
2021-02-18,1201,5,139
2021-02-28,1180,1,0
2021-02-01,1193,8,271
2021-02-03,1037,2,48
2021-02-04,985,1,0
2021-02-05,1041,2,32
2021-02-06,473,1,74
2021-02-23,920,2,107
2021-02-25,1024,2,102
2021-02-18,1193,4,81
2021-02-22,1149,2,24
2021-02-24,1097,2,999
2021-02-27,213,8,200
2021-02-17,920,1,13
2021-02-03,989,1,138
2021-02-09,924,1,1
2021-02-19,1045,2,58
2021-02-22,175,7,591
2021-02-02,1028,1,38
2020-12-02,781,12,434
2020-12-03,391,8,340
2020-12-03,985,1,24
2020-12-05,1197,18,2691
2020-12-06,473,1,0
2020-12-09,48,11,772
2020-12-10,1197,19,2767
2020-12-11,96,5,313
2020-12-11,1193,4,117
2020-12-12,96,4,243
2020-12-13,1028,1,4
2020-12-15,1193,4,175
2020-12-16,473,1,52
2020-12-17,213,5,305
2020-12-17,387,5,215
2020-12-18,369,5,211
2020-12-19,708,3,148
2020-12-24,391,12,511
2020-12-24,175,10,436
2020-12-30,1149,2,10
2020-12-31,287,4,157
2020-12-09,708,2,132
2020-12-12,369,5,136
2020-12-15,1089,1,17
2020-12-19,1141,2,64
2020-12-20,1158,6,417
2020-12-20,1201,3,44
2020-12-21,387,5,208
2020-12-21,1037,2,63
2020-12-22,175,7,163
2020-12-23,1149,2,10
2020-12-24,976,1,0
2020-12-28,708,3,136
2020-12-31,1097,3,1508
2020-12-02,1024,2,44
2020-12-09,287,4,132
2020-12-11,287,4,124
2020-12-19,1041,2,37
2020-12-22,1158,6,742
2020-12-26,924,2,29
2020-12-01,473,1,22
2020-12-01,1028,1,17
2020-12-16,1041,2,24
2020-12-19,1089,2,46
2020-12-26,387,4,183
2020-12-30,985,1,0
2020-12-24,1141,2,43
2020-12-13,1076,4,161
2020-12-26,473,1,0
2020-12-29,473,1,55
2020-12-14,1149,2,14
2020-12-18,1024,2,64
2020-12-21,1089,2,38
2020-12-27,96,1,0
2020-12-07,989,1,55
2020-12-22,976,1,0
2020-12-28,976,1,0
2020-12-14,976,1,0
2020-12-16,985,1,0
2020-12-20,1141,1,14
2021-06-01,1180,7,266
2021-06-01,1141,2,57
2021-06-03,781,16,711
2021-06-04,1193,6,250
2021-06-06,1249,7,694
2021-06-07,48,12,1509
2021-06-07,287,5,667
2021-06-07,213,5,291
2021-06-07,1097,2,674
2021-06-09,213,5,346
2021-06-09,387,6,303
2021-06-10,708,4,185
2021-06-11,1262,3,187
2021-06-12,1262,3,181
2021-06-18,387,4,258
2021-06-18,1201,8,510
2021-06-19,1045,2,65
2021-06-20,1180,5,109
2021-06-21,1201,6,502
2021-06-21,1158,8,947
2021-06-21,920,2,19
2021-06-23,391,9,368
2021-06-24,48,11,845
2021-06-24,369,7,230
2021-06-24,1041,1,27
2021-06-25,1141,2,35
2021-06-28,175,6,224
2021-06-29,1201,12,824
2021-06-29,1158,7,721
2021-06-01,708,4,152
2021-06-02,96,9,422
2021-06-05,387,5,163
2021-06-06,1262,1,0
2021-06-08,985,1,38
2021-06-11,1241,4,320
2021-06-12,1072,5,273
2021-06-12,972,5,199
2021-06-17,283,8,481
2021-06-18,1149,3,14
2021-06-21,213,5,315
2021-06-21,1149,3,32
2021-06-22,1158,7,481
2021-06-24,1158,6,455
2021-06-25,1076,6,923
2021-06-28,976,1,0
2021-06-28,1097,2,972
2021-06-30,972,7,189
2021-06-30,1253,4,180
2021-06-03,1249,8,380
2021-06-04,1076,6,227
2021-06-08,1253,9,746
2021-06-08,1201,6,248
2021-06-08,1089,2,34
2021-06-18,1158,7,655
2021-06-22,972,7,178
2021-06-23,1241,5,230
2021-06-24,287,6,260
2021-06-25,1072,6,205
2021-06-30,1193,4,160
2021-06-04,1141,2,54
2021-06-07,1193,6,349
2021-06-08,708,4,259
2021-06-15,972,7,236
2021-06-25,387,4,182
2021-06-28,920,2,25
2021-06-30,708,3,129
2021-06-04,1028,2,89
2021-06-06,213,1,0
2021-06-06,283,1,0
2021-06-10,1024,3,127
2021-06-18,1180,7,307
2021-06-18,1028,2,35
2021-06-19,1149,3,43
2021-06-26,1253,4,360
2021-06-27,1249,7,382
2021-06-27,287,1,4
2021-06-08,387,4,229
2021-06-15,1097,1,592
2021-06-29,1262,3,143
2021-06-17,985,1,21
2021-06-07,985,1,3
2021-06-08,473,1,47
2021-06-10,985,1,18
2021-06-14,985,1,15
2021-06-10,989,1,3
2021-05-04,1197,20,3592
2021-05-28,924,4,63
2021-05-04,1262,4,107
2021-05-05,1045,2,52
2021-05-05,1197,18,6168
2021-05-05,1037,2,32
2021-05-06,1193,7,229
2021-05-07,1249,8,846
2021-05-07,1201,5,221
2021-05-13,1158,5,404
2021-05-13,1262,4,121
2021-05-15,1193,6,168
2021-05-21,48,12,830
2021-05-21,1249,8,594
2021-05-22,1197,18,3438
2021-05-24,1241,5,285
2021-05-26,96,10,443
2021-05-28,1197,19,3855
2021-05-29,1028,2,42
2021-05-05,781,11,520
2021-05-05,283,8,490
2021-05-07,175,8,452
2021-05-09,1089,1,21
2021-05-10,976,1,0
2021-05-10,283,8,351
2021-05-17,972,8,163
2021-05-25,96,9,603
2021-05-26,1045,2,61
2021-05-31,1180,9,386
2021-05-03,473,1,69
2021-05-07,1193,5,270
2021-05-07,283,10,693
2021-05-11,708,4,185
2021-05-18,387,4,113
2021-05-22,473,1,32
2021-05-24,473,1,49
2021-05-28,972,8,202
2021-05-09,989,1,168
2021-05-30,387,1,4
2021-05-07,369,6,284
2021-05-29,1045,2,33
2021-05-06,1028,2,44
2021-05-24,920,2,19
2021-05-30,175,1,2
2021-04-03,1097,2,811
2021-04-05,1076,11,275
2021-04-05,391,16,605
2021-04-06,1076,7,128
2021-04-06,1045,2,75
