cal_date,hub_id,rider_no,parcel_no
2021-03-16,1105,2,70
2021-03-16,867,7,232
2021-03-24,1105,2,51
2021-03-25,503,14,583
2021-03-29,1257,4,210
2021-03-30,1140,1,5
2021-03-30,1157,2,262
2021-03-09,1140,1,23
2021-03-11,291,5,197
2021-03-11,759,14,432
2021-03-11,936,5,2010
2021-03-13,291,5,164
2021-03-17,1105,2,65
2021-03-31,1157,3,255
2021-03-19,299,4,203
2021-03-23,299,3,120
2021-03-27,1140,1,10
2021-03-29,291,5,186
2021-03-29,1057,1,13
2021-03-18,1105,2,66
2021-03-18,485,2,24
2021-03-20,1057,1,15
2021-03-02,1192,2,42
2021-03-10,299,4,157
2021-03-10,1032,1,26
2021-03-26,485,1,25
2021-03-01,1140,1,18
2021-04-01,1209,39,3606
2021-04-02,1209,40,2824
2021-04-03,1209,39,1902
2021-04-05,928,6,133
2021-04-05,291,6,378
2021-04-06,147,52,4739
2021-04-06,295,25,8316
2021-04-07,39,23,1563
2021-04-07,104,17,1904
2021-04-07,1209,51,6806
2021-04-08,1157,2,40
2021-04-09,39,21,1422
2021-04-09,503,11,716
2021-04-10,403,9,307
2021-04-13,1209,38,2304
2021-04-13,295,25,4364
2021-04-14,507,8,265
2021-04-14,291,6,606
2021-04-14,1105,2,83
2021-04-14,1040,2,52
2021-04-14,984,1,19
2021-04-15,1257,7,247
2021-04-17,928,7,93
2021-04-19,928,6,100
2021-04-19,507,8,301
2021-04-19,351,18,758
2021-04-19,39,21,1286
2021-04-19,936,7,4245
2021-04-20,291,6,450
2021-04-20,195,8,1092
2021-04-21,988,1,0
2021-04-22,503,13,1031
2021-04-22,1257,5,268
2021-04-24,451,9,369
2021-04-25,295,9,0
2021-04-26,399,7,380
2021-04-27,928,6,125
2021-04-27,295,25,3660
2021-04-27,1184,6,338
2021-04-29,741,2,34
2021-04-29,1184,14,2173
2021-04-29,988,14,576
2021-04-30,936,2,947
2021-04-05,399,9,319
2021-04-08,291,6,299
2021-04-08,867,6,139
2021-04-09,936,6,2145
2021-04-12,984,1,29
2021-04-14,403,10,287
2021-04-15,403,10,478
2021-04-18,39,2,93
2021-04-24,1240,16,1386
2021-04-24,1157,2,120
2021-04-27,936,4,1985
2021-04-04,1144,4,53
2021-04-05,485,2,32
2021-04-26,988,12,240
2021-04-27,1040,2,81
2021-04-27,984,1,29
2021-04-06,1080,1,9
2021-04-10,291,5,417
2021-04-13,936,5,2142
2021-04-14,936,4,1448
2021-04-15,936,5,2192
2021-04-23,1144,4,33
2021-04-24,1049,2,63
2021-04-26,1057,1,39
2021-04-27,299,4,136
2021-04-29,932,5,162
2021-04-04,351,1,2
2021-04-08,1053,2,35
2021-04-15,1040,2,53
2021-04-24,247,4,181
2021-04-16,485,2,26
2021-04-19,1049,2,56
2021-04-24,1040,2,38
2021-04-17,1040,2,39
2021-04-18,932,1,0
2021-04-18,195,2,0
2021-04-25,932,1,1
2021-01-02,1088,7,332
2021-01-04,199,45,7226
2021-01-04,1140,1,23
2021-01-06,928,6,118
2021-01-06,143,9,584
2021-01-06,867,6,250
2021-01-07,1209,48,3130
2021-01-08,39,20,1697
2021-01-08,399,5,228
2021-01-09,291,7,460
2021-01-09,1144,5,78
2021-01-10,39,3,71
2021-01-11,507,10,525
2021-01-11,351,12,625
2021-01-11,247,4,301
2021-01-13,403,8,389
2021-01-15,507,9,452
2021-01-15,395,7,322
2021-01-18,351,18,1046
2021-01-18,1040,2,54
2021-01-18,936,7,3449
2021-01-20,928,6,157
2021-01-20,936,4,1644
2021-01-21,507,9,433
2021-01-22,399,5,237
2021-01-22,299,4,283
2021-01-23,147,43,2760
2021-01-23,104,15,992
2021-01-23,867,7,672
2021-01-24,507,1,0
2021-01-26,1084,3,125
2021-01-26,759,16,555
2021-01-26,395,7,387
2021-01-26,984,1,27
2021-01-27,932,3,240
2021-01-27,928,7,118
2021-01-27,247,4,287
2021-01-27,403,11,853
2021-01-28,741,3,43
2021-01-28,295,31,6507
2021-01-30,147,51,3651
2021-01-31,295,13,645
2021-01-31,1040,2,73
2021-01-02,507,9,481
2021-01-02,485,2,18
2021-01-07,451,7,429
2021-01-11,195,9,1071
2021-01-12,1036,7,41
2021-01-13,1084,3,103
2021-01-15,1144,5,50
2021-01-15,759,12,427
2021-01-21,39,20,1454
2021-01-29,1105,2,95
2021-01-29,867,7,689
2021-01-31,1088,7,556
2021-01-04,1105,2,96
2021-01-12,351,16,597
2021-01-14,1157,3,51
2021-01-15,143,11,853
2021-01-15,1084,3,91
2021-01-20,299,4,198
2021-01-21,741,3,49
2021-01-22,485,2,28
2021-01-26,867,5,521
2021-01-27,1084,3,94
2021-01-27,299,4,217
2021-01-29,1084,3,109
2021-01-05,1105,2,87
2021-01-06,1049,2,69
2021-01-08,485,2,29
2021-01-12,485,2,42
2021-01-31,1053,2,52
2021-01-05,507,9,297
2021-01-07,1084,2,62
2021-01-07,1053,2,99
2021-01-09,485,2,24
2021-01-10,195,1,384
2021-01-15,1105,2,88
2021-01-22,1032,1,38
2021-01-28,1157,1,23
2021-01-29,1157,1,4
2021-01-27,1057,1,26
2021-01-03,195,1,265
2021-06-02,1192,2,23
2021-06-04,147,49,3001
2021-06-05,147,51,2994
2021-06-05,503,9,709
2021-06-07,507,8,393
2021-06-08,39,17,1513
2021-06-09,1032,1,48
2021-06-10,1088,8,1059
2021-06-10,451,11,1174
2021-06-11,103224,10,251
2021-06-12,507,8,319
2021-06-15,1257,9,360
2021-06-15,351,19,699
2021-06-17,39,16,1181
2021-06-17,351,17,553
2021-06-19,103224,10,369
2021-06-19,759,13,663
2021-06-21,147,57,5065
2021-06-22,195,8,1385
2021-06-22,147,53,3624
2021-06-23,1209,39,2185
2021-06-24,1257,8,179
2021-06-24,403,8,1448
2021-06-24,997,4,184
2021-06-24,988,14,462
2021-06-25,928,7,223
2021-06-25,1209,33,1733
2021-06-25,103224,10,395
2021-06-25,759,13,402
2021-06-25,199,46,5889
2021-06-25,1036,7,57
2021-06-26,39,13,597
2021-06-29,291,6,182
2021-06-29,295,28,2007
2021-06-01,1084,3,119
2021-06-01,399,7,279
2021-06-08,451,10,1127
2021-06-15,395,8,341
2021-06-22,1192,2,56
2021-06-22,1257,9,418
2021-06-26,403,8,720
2021-06-26,1184,5,545
2021-06-07,247,4,374
2021-06-10,395,8,466
2021-06-12,247,4,217
2021-06-12,191,2,108
2021-06-14,1036,7,165
2021-06-15,1157,1,40
2021-06-24,291,6,249
2021-06-17,1192,2,13
2021-06-18,247,4,227
2021-06-12,1040,2,66
2021-06-18,741,2,46
2021-06-23,1053,2,49
2021-06-30,928,7,181
2021-06-11,191,5,112
2021-06-16,928,6,158
2021-06-18,1057,1,34
2021-06-06,247,2,91
2021-06-15,1032,1,21
2021-06-24,299,4,239
2021-06-26,291,5,193
2021-06-08,485,1,58
2021-06-13,984,1,44
2021-06-15,741,2,68
2021-06-23,485,1,40
2021-06-27,932,1,2
2021-06-20,1144,1,1
2021-06-29,1057,1,22
2021-06-25,984,1,40
2021-07-01,395,8,352
2021-07-01,195,8,838
2021-07-02,1209,31,1486
2021-07-02,143,9,456
2021-07-02,1049,2,45
2021-07-04,928,1,5
2021-07-05,759,14,625
2021-07-05,199,40,7675
2021-07-09,403,8,698
2021-07-12,351,21,735
2021-07-12,451,11,710
2021-07-12,1240,19,2092
2021-07-13,291,5,210
2021-07-13,928,7,299
2021-07-13,295,31,4590
2021-07-13,1036,7,59
2021-07-14,351,21,468
2021-07-15,399,7,320
2021-07-20,1088,10,432
2021-07-20,1105,2,78
2021-07-21,147,31,1357
2021-07-22,103276,8,186
2021-07-23,147,8,1585
2021-07-25,1240,9,628
2021-07-27,104,16,399
2021-07-27,295,12,0
2021-07-28,103276,3,71
2021-07-29,247,4,164
2021-07-01,1088,10,353
2021-07-05,1084,2,51
2021-07-08,507,8,293
2021-07-12,741,3,75
2021-07-14,291,5,182
2021-07-15,195,8,1092
2021-07-17,997,5,189
2021-07-19,1088,10,626
2021-07-19,867,6,236
2021-07-29,351,1,481
2021-07-30,403,4,423
2021-07-30,997,5,176
2021-07-30,1105,2,51
2021-07-01,1080,1,19
2021-07-02,299,4,128
2021-07-05,1040,2,87
2021-07-11,759,5,34
2021-07-13,1053,2,26
2021-07-13,399,7,286
2021-07-15,1105,2,115
2021-07-19,1140,1,31
2021-07-26,928,8,201
2021-07-31,39,10,664
2021-07-07,485,1,20
2021-07-12,403,4,272
2021-07-13,1192,2,36
2021-07-18,507,1,0
2021-07-24,984,1,34
2021-07-31,867,6,251
2021-07-01,299,4,237
2021-07-01,1032,1,23
2021-07-07,1244,4,250
2021-07-28,1053,2,15
2021-07-31,1049,2,33
2021-07-06,1244,4,309
2021-07-12,1032,1,42
2021-07-05,1140,1,18
2021-07-13,1049,2,43
2021-07-14,247,4,191
2021-07-23,741,2,27
2021-07-15,1053,2,43
2021-07-18,932,1,0
2021-07-08,1053,2,38
2021-07-11,395,1,1
2021-07-10,1057,1,23
2021-07-10,741,2,69
2021-02-02,291,6,298
2021-02-04,39,25,2143
2021-02-05,351,18,1166
2021-02-06,143,12,923
2021-02-06,195,8,965
2021-02-07,867,7,545
2021-02-17,503,9,661
2021-02-19,867,5,373
2021-02-19,299,4,170
2021-02-22,39,21,1469
2021-02-22,1105,2,131
2021-02-23,936,11,6939
2021-02-24,104,18,1339
2021-02-24,759,17,656
2021-02-24,143,12,1018
2021-02-25,1084,3,109
2021-02-25,295,28,3876
2021-02-03,928,7,77
2021-02-05,104,16,1220
2021-02-08,1040,2,70
2021-02-09,759,1,0
2021-02-09,299,4,100
2021-02-20,1144,6,45
2021-02-20,928,6,185
2021-02-23,988,12,769
2021-02-25,247,4,328
2021-02-25,1140,1,26
2021-02-26,291,6,232
2021-02-26,936,5,2971
2021-02-04,1157,2,49
2021-02-18,1192,1,0
2021-02-21,247,4,292
2021-02-05,1049,2,50
2021-02-23,1192,3,30
2021-02-06,299,4,295
2021-02-20,1080,1,24
2021-02-08,936,2,12
2021-02-21,1105,1,25
2021-02-21,503,1,0
2021-02-21,395,1,0
2020-12-01,147,45,2529
2020-12-05,143,9,644
2020-12-10,351,7,220
2020-12-13,932,3,208
2020-12-14,928,6,172
2020-12-14,451,8,761
2020-12-13,1157,1,0
2020-12-17,1105,2,112
2020-12-19,403,9,470
2020-12-21,759,13,550
2020-12-21,503,8,855
2020-12-22,936,10,4206
2020-12-22,147,48,2429
2020-12-24,351,9,651
2020-12-25,1049,2,35
2020-12-26,936,7,2846
2020-12-28,1209,52,3553
2020-12-29,1088,7,432
2020-12-29,1184,4,164
2020-12-30,759,12,297
2020-12-31,295,28,2504
2020-12-05,936,7,1382
2020-12-09,928,6,92
2020-12-10,1140,1,18
2020-12-11,39,19,1385
2020-12-13,867,4,539
2020-12-19,351,11,398
2020-12-24,867,5,390
2020-12-25,1036,6,135
2020-12-25,1053,2,166
2020-12-28,195,8,898
2020-12-29,299,4,174
2020-12-31,928,6,137
2020-12-02,503,8,478
2020-12-03,399,4,179
2020-12-10,195,9,659
2020-12-12,741,1,2
2020-12-14,1040,2,85
2020-12-15,932,3,202
2020-12-18,984,1,13
2020-12-08,485,2,27
2020-12-02,291,5,212
2020-12-13,1053,1,16
2020-12-09,1053,2,40
2020-12-09,1157,2,403
2020-12-19,1032,1,29
2020-12-26,1057,1,27
2020-12-28,1057,1,19
2020-12-01,1084,2,51
2020-12-04,1084,2,60
2020-12-05,1140,1,12
2020-12-19,1040,2,90
2020-12-09,1057,1,16
2020-12-19,1057,1,26
2020-12-23,1032,1,72
2020-12-25,1057,1,24
2021-05-04,1209,39,2716
2021-05-04,199,36,5513
2021-05-04,395,7,302
2021-05-05,299,4,242
2021-05-06,1144,4,91
2021-05-07,247,4,338
2021-05-08,759,13,623
2021-05-09,1088,7,624
2021-05-09,147,46,1964
2021-05-09,1240,13,841
2021-05-09,1257,4,60
2021-05-09,199,34,2300
2021-05-10,451,9,804
2021-05-10,295,25,6222
2021-05-11,1144,4,46
2021-05-11,1184,4,121
2021-05-12,39,19,1294
2021-05-12,1240,23,1689
2021-05-13,928,6,105
2021-05-14,104,16,1021
2021-05-14,932,4,158
2021-05-15,451,8,917
2021-05-18,928,6,179
2021-05-18,39,18,1440
2021-05-18,147,51,4197
2021-05-18,1240,18,1681
2021-05-19,1240,20,1581
2021-05-20,147,49,3410
2021-05-21,1240,17,1574
2021-05-21,399,7,293
2021-05-22,39,16,1021
2021-05-22,988,10,566
2021-05-22,195,8,907
2021-05-24,1088,8,778
2021-05-24,1240,16,2241
2021-05-24,1192,2,14
2021-05-27,503,9,774
2021-05-28,759,14,499
2021-05-31,351,19,680
2021-05-04,1057,1,28
2021-05-10,403,8,495
2021-05-10,199,40,8147
2021-05-10,1080,1,26
2021-05-12,395,7,380
2021-05-13,291,5,374
2021-05-13,1144,4,76
2021-05-13,1057,1,23
2021-05-13,867,6,87
2021-05-15,932,3,185
2021-05-15,1105,2,102
2021-05-17,928,7,100
2021-05-17,1049,2,80
2021-05-19,1040,2,47
2021-05-21,1192,2,34
2021-05-22,1105,2,67
2021-05-25,932,3,217
2021-05-27,1088,8,629
2021-05-27,291,6,276
2021-05-28,451,9,391
2021-05-03,1036,8,140
2021-05-04,451,9,868
2021-05-17,104,17,1190
2021-05-18,503,10,828
2021-05-20,984,1,28
2021-05-28,299,4,220
2021-05-29,1080,1,15
2021-05-15,507,9,225
2021-05-18,507,8,303
2021-05-19,1084,3,94
2021-05-22,1053,2,41
2021-05-26,247,4,283
2021-05-28,1157,2,526
2021-05-05,247,4,205
2021-05-12,1105,2,78
2021-05-22,1157,1,349
2021-05-06,1080,1,11
2021-05-25,1053,2,70
2021-05-25,1049,2,72
2021-05-31,1080,1,16
2021-05-18,1080,1,11
2021-05-22,984,1,41
2021-05-24,1084,3,71
2021-05-04,1140,1,18
2021-05-23,503,1,34
2021-05-25,1057,1,45
2021-03-01,147,47,3348
2021-03-02,988,10,419
2021-03-06,988,13,685
2021-03-05,867,7,366
2021-03-05,759,14,594
2021-03-06,143,11,833
2021-03-08,39,28,2172
2021-03-09,104,17,1086
2021-03-10,988,17,546
2021-03-10,351,13,394
2021-03-10,451,10,826
2021-03-10,399,9,299
2021-03-11,104,16,1033
2021-03-11,143,10,571
2021-03-12,988,13,474
2021-03-13,351,13,317
2021-03-14,143,1,22
2021-03-15,104,17,1571
2021-03-16,451,9,874
2021-03-16,932,3,197
2021-03-18,403,9,435
2021-03-18,295,26,4843
2021-03-18,1080,1,8
2021-03-19,39,22,1289
2021-03-19,147,50,2668
2021-03-19,1032,1,58
2021-03-19,199,40,4896
2021-03-22,199,40,6808
2021-03-23,928,6,126
2021-03-23,1040,2,72
2021-03-23,936,6,1549
2021-03-24,143,10,553
2021-03-25,143,10,476
2021-03-25,399,7,166
2021-03-25,1157,2,33
2021-03-26,928,6,80
2021-03-27,395,8,270
2021-03-30,507,10,334
2021-03-10,1049,2,51
2021-03-10,485,2,21
2021-03-17,928,6,82
2021-03-07,928,2,0
2021-03-10,1157,2,187
2021-03-14,399,1,15
2021-03-15,932,3,196
2021-03-16,928,6,124
2021-03-20,1053,2,32
2021-03-20,1049,2,29
2021-03-22,932,6,200
2021-03-27,936,4,1548
2021-03-19,1084,2,51
2021-03-31,936,4,1361
2021-03-01,1084,3,100
2021-03-01,741,3,45
2021-03-06,1140,1,6
2021-03-23,1084,3,76
2021-03-24,1084,3,79
2021-03-25,1040,2,51
2021-03-24,1080,1,17
2021-03-23,1140,1,9
2021-03-15,1080,1,14
2021-03-25,741,2,12
2021-03-12,1140,1,12
2021-04-01,928,6,104
2021-04-03,299,4,172
2021-04-03,1192,2,30
2021-04-03,867,5,363
2021-04-03,399,9,235
2021-04-04,1209,24,1371
2021-04-06,291,5,221
2021-04-06,1209,44,7949
2021-04-07,503,13,878
2021-04-08,399,9,322
2021-04-10,104,16,1134
2021-04-10,1088,8,498
2021-04-12,147,52,3835
2021-04-13,104,17,1422
2021-04-13,1257,8,300
2021-04-13,1192,2,24
2021-04-13,1049,2,56
2021-04-15,928,7,138
2021-04-15,291,5,329
2021-04-16,867,6,141
2021-04-17,867,5,202
2021-04-17,1184,5,486
2021-04-19,988,14,479
2021-04-20,928,6,140
2021-04-20,199,39,5016
2021-04-20,1240,9,1021
2021-04-22,291,6,574
2021-04-22,143,10,685
2021-04-23,988,13,679
2021-04-23,1209,35,2691
2021-04-23,1257,5,319
2021-04-24,1209,35,2086
2021-04-26,39,23,1378
2021-04-26,1088,8,707
2021-04-26,199,42,7856
2021-04-27,199,41,4858
2021-04-27,1032,1,38
2021-04-28,503,10,635
2021-04-28,1184,7,1312
2021-04-28,104,19,983
2021-04-29,1036,7,69
2021-04-29,147,58,2303
2021-04-29,867,4,70
2021-04-02,928,6,102
2021-04-07,1257,4,263
2021-04-08,1144,4,84
2021-04-08,299,4,276
2021-04-10,195,8,647
2021-04-13,1157,2,139
2021-04-15,485,2,37
2021-04-16,507,8,249
2021-04-16,1040,2,46
2021-04-19,1192,2,23
2021-04-20,936,4,1490
2021-04-27,1157,2,315
2021-04-28,759,13,338
2021-04-29,1144,4,53
2021-04-02,1057,1,22
2021-04-07,759,12,638
2021-04-11,932,1,29
2021-04-14,1140,1,17
2021-04-17,1105,2,78
2021-04-26,1080,1,18
2021-04-29,247,4,189
2021-04-01,1157,2,346
2021-04-17,1032,1,31
2021-04-20,741,2,49
2021-04-23,1105,2,88
2021-04-24,143,10,462
2021-04-28,1053,2,44
2021-04-15,1032,1,36
2021-04-02,485,2,28
2021-04-16,1192,2,18
2021-04-18,395,1,0
2021-04-23,1057,1,24
2021-04-12,1157,1,21
2021-04-25,143,1,41
2021-04-28,1057,1,20
2021-04-28,1080,1,20
2021-04-05,1057,1,29
2021-04-13,1032,1,45
2021-01-05,1192,2,38
2021-01-06,199,40,6455
2021-01-07,507,9,408
2021-01-08,1080,1,15
2021-01-09,988,9,566
2021-01-09,147,48,2719
2021-01-10,984,1,17
2021-01-10,503,1,0
2021-01-11,147,49,4101
2021-01-11,1209,46,4573
2021-01-12,932,3,210
2021-01-12,147,44,2843
2021-01-13,199,45,6379
2021-01-14,295,30,3708
2021-01-14,1084,3,85
2021-01-16,399,5,220
2021-01-16,1209,41,2986
2021-01-16,351,17,528
2021-01-19,147,44,2950
2021-01-20,1036,7,29
2021-01-21,104,16,1176
2021-01-21,451,9,535
2021-01-23,291,7,458
2021-01-23,507,10,453
2021-01-23,351,17,1324
2021-01-23,295,31,3373
2021-01-23,451,9,430
2021-01-23,395,8,350
2021-01-24,199,36,2323
2021-01-25,395,7,496
2021-01-25,1032,1,31
2021-01-25,1080,1,42
2021-01-25,1184,5,238
2021-01-26,928,6,219
2021-01-26,147,43,3473
2021-01-27,988,9,633
2021-01-27,104,17,1167
2021-01-29,39,28,1879
2021-01-29,1144,5,76
2021-01-29,1209,46,6494
2021-01-29,143,17,2170
2021-01-31,503,12,543
2021-01-04,399,4,243
2021-01-05,932,3,157
2021-01-05,451,9,423
2021-01-07,932,3,169
2021-01-08,867,6,173
2021-01-08,1049,2,29
2021-01-09,867,6,248
2021-01-10,1209,29,1525
2021-01-11,1057,1,24
2021-01-12,195,9,957
2021-01-13,291,7,480
2021-01-25,928,6,193
2021-01-25,1140,1,30
2021-01-26,1088,7,543
2021-01-30,1144,5,91
2021-01-02,1080,1,28
2021-01-07,403,8,500
2021-01-16,299,4,180
2021-01-18,1140,1,35
2021-01-19,1049,2,64
2021-01-26,936,7,3249
2021-01-10,932,1,0
2021-01-26,1053,2,56
2021-01-28,932,3,221
2021-01-30,485,2,34
2021-01-30,1032,1,7
2021-01-26,741,3,79
2021-01-01,295,1,10
2021-01-11,1040,2,56
2021-01-18,1157,1,12
2021-01-22,1157,1,7
2021-01-19,741,2,82
2021-01-31,485,2,21
2021-01-20,1080,1,20
2021-01-04,741,2,76
2021-06-01,403,8,271
2021-06-01,1105,2,103
2021-06-01,1240,17,1385
2021-06-02,147,49,3237
2021-06-02,936,8,3869
2021-06-03,395,9,334
2021-06-04,988,14,527
2021-06-04,1049,2,47
2021-06-06,295,14,7759
2021-06-07,143,12,1596
2021-06-09,39,19,1369
2021-06-09,451,11,1365
2021-06-09,1049,2,156
2021-06-09,1036,7,174
2021-06-10,1240,21,1867
2021-06-11,104,8,304
2021-06-14,503,11,981
2021-06-15,1053,2,56
2021-06-15,1240,18,2305
2021-06-15,199,48,7768
2021-06-16,1049,2,56
2021-06-19,147,47,4445
2021-06-19,247,4,199
2021-06-19,1257,7,233
2021-06-20,399,7,473
2021-06-21,988,14,500
2021-06-21,1105,2,119
2021-06-22,507,8,287
2021-06-23,143,10,554
2021-06-23,451,11,1088
2021-06-24,503,10,807
2021-06-26,395,8,295
2021-06-27,1209,12,447
2021-06-29,1144,4,45
2021-06-29,247,4,233
2021-06-30,1040,2,61
2021-06-02,143,10,695
2021-06-07,104,8,628
2021-06-08,143,12,1514
2021-06-08,867,6,146
2021-06-12,395,8,455
2021-06-12,928,6,185
2021-06-12,1084,3,102
2021-06-12,351,18,1144
2021-06-14,1105,2,100
2021-06-16,507,8,381
2021-06-21,1257,9,346
2021-06-22,247,4,202
2021-06-23,191,7,220
2021-06-24,195,9,966
2021-06-24,1184,5,220
2021-06-25,1184,5,202
2021-06-26,867,7,366
2021-06-28,503,9,1101
2021-06-29,928,7,277
2021-06-29,103276,8,178
2021-06-29,932,3,215
2021-06-30,103224,9,258
2021-06-04,291,6,234
2021-06-05,507,7,216
2021-06-06,143,1,162
2021-06-08,1157,2,238
2021-06-09,104,8,521
2021-06-10,299,4,271
2021-06-17,1144,4,94
2021-06-20,1157,1,60
2021-06-21,1049,2,65
2021-06-30,1049,2,43
2021-06-23,1157,2,176
2021-06-29,1036,7,82
2021-06-08,1040,2,69
2021-06-10,936,5,2323
2021-06-17,1036,7,93
2021-06-20,143,1,76
2021-06-21,1192,2,17
2021-06-24,1084,3,77
2021-06-24,1105,2,75
2021-06-07,1049,2,62
2021-06-19,485,1,20
2021-06-23,741,2,43
2021-06-24,485,1,23
2021-06-27,1088,1,70
2021-06-29,1184,7,700
2021-06-03,1053,2,46
2021-06-06,1257,1,0
2021-06-28,1032,1,37
2021-06-21,1057,1,29
2021-07-01,199,39,3403
2021-07-03,1240,18,1324
2021-07-05,147,53,3682
2021-07-05,403,8,658
2021-07-05,351,19,770
2021-07-06,867,4,104
2021-07-06,1032,1,40
2021-07-07,1209,38,3776
2021-07-07,1240,18,2247
2021-07-09,1257,7,184
2021-07-09,1088,10,608
2021-07-09,351,21,615
2021-07-09,299,4,375
2021-07-09,1080,1,12
2021-07-10,503,9,879
2021-07-12,104,16,1171
2021-07-12,1040,2,130
2021-07-13,299,4,123
2021-07-14,1209,37,2068
2021-07-14,299,4,140
2021-07-17,1088,10,502
2021-07-17,103276,7,108
2021-07-19,147,39,2711
2021-07-20,1244,5,339
2021-07-20,199,20,2268
2021-07-20,1157,2,53
2021-07-21,399,6,279
2021-07-23,759,12,232
2021-07-24,451,10,1145
2021-07-26,247,4,202
2021-07-26,199,21,2359
2021-07-27,351,16,1011
2021-07-30,199,28,1969
2021-07-13,103276,6,159
2021-07-13,1040,2,50
2021-07-14,1053,2,36
2021-07-14,1240,18,1443
2021-07-15,867,4,78
2021-07-16,103276,7,91
2021-07-17,1157,2,177
2021-07-21,1036,7,52
2021-07-02,1140,1,12
2021-07-07,503,10,772
2021-07-11,1240,15,558
2021-07-14,1192,2,17
2021-07-14,1184,5,223
2021-07-24,507,1,0
2021-07-31,1257,4,81
2021-07-02,984,1,20
2021-07-04,39,4,56
2021-07-04,988,1,0
2021-07-06,395,7,293
2021-07-07,247,4,190
2021-07-07,1040,2,50
2021-07-16,399,4,197
2021-07-19,503,2,95
2021-07-29,932,4,103
2021-07-16,485,1,28
2021-07-18,1088,1,57
2021-07-06,1157,1,56
2021-07-18,867,1,2
2021-07-19,1157,2,101
2021-07-23,1140,1,8
2021-07-21,1053,2,23
2021-07-12,485,1,29
2021-07-21,1140,1,14
2021-07-16,1157,1,14
2021-07-24,1105,2,101
2021-07-30,1057,1,26
2021-07-31,485,1,18
2021-07-19,1057,1,9
2021-07-19,984,1,6
2021-07-25,503,2,166
2021-07-27,1140,1,20
2021-02-03,295,59,4575
2021-02-02,936,9,5024
2021-02-02,403,14,454
2021-02-03,1036,8,68
2021-02-04,1144,7,98
2021-02-04,1084,4,90
2021-02-05,1209,45,2608
2021-02-05,759,14,559
2021-02-06,1088,2,0
2021-02-07,984,1,27
2021-02-07,1209,36,887
2021-02-09,1036,7,63
2021-02-09,291,6,134
2021-02-17,104,14,272
2021-02-18,147,36,1828
2021-02-21,1192,3,62
2021-02-21,39,3,188
2021-02-22,199,41,8338
2021-02-23,147,42,2717
2021-02-23,195,10,1412
2021-02-24,351,16,1024
2021-02-25,39,26,1561
2021-02-25,399,3,255
2021-02-26,1209,44,2512
2021-02-27,507,11,468
2021-02-01,932,4,309
2021-02-01,451,9,559
2021-02-02,1084,2,71
2021-02-03,503,8,696
2021-02-05,395,9,502
2021-02-25,403,11,1402
2021-02-25,485,2,31
2021-02-27,1157,2,375
2021-02-08,867,8,546
2021-02-08,1084,3,80
2021-02-09,507,3,37
2021-02-24,195,7,1409
2021-02-24,932,4,244
2021-02-26,299,4,236
2021-02-02,1140,1,49
2021-02-25,1184,5,139
2021-02-28,984,1,34
2021-02-09,1049,2,36
2021-02-19,1080,2,27
2021-02-23,1184,5,134
2021-02-05,1032,1,49
2021-02-07,1053,2,51
2021-02-07,1057,1,37
2021-02-24,1032,2,193
2021-02-08,1140,1,34
2021-02-17,1040,2,34
2021-02-24,1157,2,262
2021-02-08,1192,1,0
2020-12-02,1209,43,2305
2020-12-02,932,3,136
2020-12-03,195,9,605
2020-12-04,147,45,2574
2020-12-07,988,9,397
2020-12-07,1036,5,37
2020-12-09,1184,4,203
2020-12-11,299,4,114
2020-12-12,1088,7,443
2020-12-13,295,24,6717
2020-12-14,1088,7,886
2020-12-16,1084,3,98
2020-12-16,936,6,1214
2020-12-18,1088,7,622
2020-12-18,199,45,6072
2020-12-18,295,33,3283
2020-12-22,199,45,5589
2020-12-26,1088,7,364
2020-12-28,147,47,3558
2020-12-28,1105,2,111
2020-12-28,395,7,435
2020-12-29,1209,49,2648
2020-12-29,1105,2,60
2020-12-29,295,29,2995
2020-12-30,984,1,18
2020-12-30,451,8,508
2020-12-30,1080,1,17
2020-12-31,507,8,326
2020-12-31,1088,6,369
2020-12-31,936,4,2110
2020-12-02,247,4,186
2020-12-03,1144,4,29
2020-12-03,1036,6,42
2020-12-05,988,9,439
2020-12-08,1036,6,69
2020-12-09,143,11,801
2020-12-09,395,7,174
2020-12-10,759,10,305
2020-12-11,1144,4,39
2020-12-11,451,7,343
2020-12-11,936,5,1704
2020-12-12,759,11,297
2020-12-12,867,3,291
2020-12-15,928,6,162
2020-12-15,403,9,630
2020-12-15,936,6,1531
2020-12-17,351,10,461
2020-12-18,1084,3,103
2020-12-19,741,2,51
2020-12-19,247,4,340
2020-12-21,1088,7,727
2020-12-29,451,9,597
2020-12-30,928,6,128
2020-12-30,507,8,430
2020-12-31,741,1,11
2020-12-01,1184,3,112
2020-12-02,395,5,190
2020-12-09,1036,6,54
2020-12-13,143,9,2408
2020-12-19,291,5,154
2020-12-29,932,3,126
2020-12-31,1036,6,48
2020-12-01,299,4,113
2020-12-18,247,4,333
2020-12-10,1080,1,16
2020-12-14,1192,2,34
2020-12-15,247,4,529
2020-12-16,1040,2,93
2020-12-20,1157,1,0
2020-12-06,1140,1,0
2020-12-08,299,4,95
2020-12-01,984,1,7
2020-12-05,867,4,104
2020-12-10,1053,2,45
2020-12-25,1157,2,75
2020-12-27,507,1,0
2020-12-29,1192,2,13
2020-12-13,247,1,113
