Address City,Address Country,Area,Consol Hub,Country,Creation Datetime,Facility Type,Hub Sector,ID,Is Deleted,Is Delivery Hub,Last Mile Cutoff,Latitude,Longitude,Name,Parent Hub ID,Province Code,Region,Short Name,System ID,Sort Hub Flag,Virtual Hub Flag,Parent Hub Name,Sla Region,Created Month
Ha Noi,VN,,,vn,2019-11-19T10:20:37Z,OTHERS,Others,1110,0,,12:00,1.0,1.0,Share Liability: HN DP PICKUP + HN WH,,Sha,HN,Hà Nội,vn,0,0,,HN,2019-11
Ho Chi Minh,VN,,,vn,2019-11-22T16:15:05Z,OTHERS,Others,1113,0,,12:00,1.0,1.0,Sales Liable - FSR,,Sal,HCM,Hồ Chí Minh,vn,0,0,,HCM,2019-11
Nghe An,VN,sub2,,vn,2019-11-07T16:03:10Z,STATION,BTB,1106,0,,12:00,19.024262,105.438728,NGA - Yen Thanh - NOR - SUB 2,,NGA,North,Nghệ An,vn,0,0,,North,2019-11
Bà Rịa - Vũng Tàu,VN,sub2,,vn,2021-05-07T14:51:52Z,STATION,DNB,103186,0,,12:00,10.364737,107.074165,VT - Thang Nhi - SOU - SUB 2,,VT,South,Bà Rịa - Vũng Tàu,vn,0,0,,South,2021-05
Shenzhen,CN,,,vn,2019-01-21T14:52:02Z,OTHERS,Others,883,0,0,12:00,1.0,1.0,XB-SZX 2,,XB-,HCM,XB-SZX 2,vn,0,0,,HCM,2019-01
Dak Lak,VN,sub2,,vn,2019-01-23T14:00:29Z,STATION,MTTN,891,0,1,12:00,13.211476,108.205521,DAK - Ea Hleo - SOU - SUB 2,,DAK,South,Đắk Lắk,vn,0,0,,South,2019-01
Gia Lai,VN,,,vn,2020-06-23T14:38:05Z,OTHERS,MTTN,1191,1,,12:00,13.9049512,108.0167473,GIL - FREIGHT HUB - SOU,,GIL,South,Gia Lai,vn,0,0,,South,2020-06
Ninh Thuan,VN,sub1,,vn,2018-09-11T11:41:36Z,STATION,MTTN,773,0,1,12:00,11.75623,108.790353,NIT - Ninh Son - SOU - SUB 2,,NIT,South,Ninh Thuận,vn,0,0,,South,2018-09
VN,VN,,,vn,2018-09-21T16:17:29Z,OTHERS,Others,811,0,0,12:00,1.0,1.0,CX 1 Liable,,CX,HCM,VN,vn,0,0,,HCM,2018-09
Binh Duong,VN,sub1,,vn,2018-09-16T10:48:34Z,STATION,DNB,781,0,1,12:00,11.063918,106.804272,BD - Nam Tan Uyen - SOU - SUB 2,,BD,South,Bình Dương,vn,0,0,,South,2018-09
Hai Phong,VN,,,vn,2018-09-16T12:41:55Z,OTHERS,DBSH,809,1,0,12:00,1.0,1.0,HP - Tiki - Pickup - NOR,,HP,North,Hải Phòng,vn,0,0,,North,2018-09
Hà Nội,VN,metro,,vn,2017-11-14T11:02:54Z,STATION,HN,222,0,1,12:00,20.959395,105.863351,HN - Hoang Mai 1 - NOR - DP,,HN,HN,Hà Nội,vn,0,0,,HN,2017-11
Quảng Ngãi,VN,metro,,vn,2017-11-14T14:09:06Z,STATION,MTTN,224,0,1,12:00,15.1220232,108.7327707,QNG - Quang Ngai - SOU,,QNG,South,Quảng Ngãi,vn,0,0,,Central,2017-11
Gia Lai,VN,sub2,,vn,2017-11-29T11:35:18Z,STATION,MTTN,234,0,1,12:00,13.987633,108.022887,GIL - Gia Lai - SOU,,GIL,South,Gia Lai,vn,0,0,,South,2017-11
HCM,VN,metro,,vn,2017-09-16T14:54:24Z,RECOVERY,Others,135,0,0,12:00,1.0,1.0,COVID-19,,COV,HCM,COVID-19,vn,0,0,,HCM,2017-09
Bac Binh,VN,sub2,,vn,2021-07-05T13:15:59Z,STATION,DNB,103321,0,,12:00,11.225884,108.501395,BIT - Bac Binh - SOU - SUB 2,,BIT,South,BIT - Bac Binh - SOU - SUB 2,vn,0,0,,South,2021-07
Ho Chi Minh,VN,,,vn,2021-07-08T08:42:23Z,RECOVERY,HCM,103331,0,,12:00,1.0,1.0,HCM - Holding - Covid,,HCM,HCM,COVID-19,vn,0,0,,HCM,2021-07
QuẬN BÌNH TÂN,vn,metro,,vn,2021-07-08T20:29:54Z,STATION,Others,103334,0,,12:00,10.765586,106.582483,SOU EXP-COVID,,SOU,South,SOU EXP,vn,0,0,,South,2021-07
HỒ ChÍ Minh,VN,sub1,,vn,2021-07-05T18:02:53Z,STATION,HCM,103322,0,,12:00,10.7430832,106.6074282,HCM - QBT 2 - SOU - DP,,HCM,HCM,Hồ Chí Minh qbt 2,vn,0,0,,HCM,2021-07
Thanh Hoa,VN,sub2,,vn,2021-01-05T11:09:06Z,STATION,BTB,1244,0,,12:00,19.72012,105.783005,THH - Quang Xuong - NOR - SUB 2,,THH,North,Thanh Hóa,vn,0,0,,North,2021-01
Hà Nội,VN,metro,,vn,2016-07-19T19:27:40Z,CROSSDOCK,HN,15,0,1,12:00,21.031802,105.906846,HN - Long Bien - NOR,,HN,HN,Hà Nội,vn,1,0,,HN,2016-07
Ho Chi Minh,VN,,,vn,2017-10-16T16:54:01Z,OTHERS,HCM,167,0,0,12:00,1.0,1.0,HCM - LZD QT - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2017-10
Hai Phong,VN,sub1,,vn,2017-10-24T19:38:39Z,STATION,DBSH,179,0,0,12:00,10.765586,106.582483,HP - Holding - Covid,,HP,North,Hai Phong,vn,0,0,,North,2017-10
Hồ Chí Minh,VN,sub1,,vn,2017-10-24T19:53:34Z,STATION,HCM,205,0,1,12:00,10.780206,106.596238,HCM - QBT 1 - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2017-10
Hồ Chí Minh,VN,sub1,,vn,2017-10-24T19:51:16Z,STATION,HCM,201,0,1,12:00,10.844468,106.752916,HCM - Thu Duc 1 - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2017-10
Bình Thuận,VN,metro,,vn,2017-10-24T21:51:53Z,STATION,DNB,211,0,1,12:00,10.938888,108.103782,BIT - Binh Thuan - SOU,,BIT,South,Bình Thuận,vn,0,0,,South,2017-10
Hai Duong,VN,metro,,vn,2017-10-24T19:40:07Z,STATION,DBSH,183,0,0,12:00,10.765586,106.582483,HD - Holding - Covid,,HD,North,Hải Dương,vn,0,0,,North,2017-10
Ho Chi Minh,VN,metro,,vn,2017-10-24T19:43:24Z,OTHERS,Others,185,1,0,12:00,10.765586,106.582483,Test,,Tes,HCM,Test,vn,0,0,,HCM,2017-10
Hồ Chí Minh,VN,metro,,vn,2017-10-24T19:47:48Z,STATION,HCM,191,0,0,12:00,10.858955,106.813095,HCM - District 9 B - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2017-10
Ho Chi Minh,VN,,,vn,2020-01-09T14:50:20Z,OTHERS,HCM,1129,0,,12:00,1.0,1.0,HCM - LZD XB - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2020-01
Lai Chau,VN,sub2,,vn,2020-01-07T11:41:58Z,STATION,NMM,1128,0,,12:00,22.295822,103.41602,LAC - Sin Ho Thap - NOR - SUB 2,,LAC,North,Lai Châu,vn,0,0,,North,2020-01
Hai Duong,VN,sub2,,vn,2019-10-28T21:07:05Z,STATION,DBSH,1088,0,,12:00,20.940887,106.206888,HD - Cam Giang - NOR - SUB 2,,HD,North,Hải Dương,vn,0,0,,North,2019-10
Thanh Hóa,VN,sub2,,vn,2019-10-31T10:24:16Z,STATION,BTB,1089,0,,12:00,20.1485895,105.0112108,THH - Lang Chanh - NOR - SUB 2,,THH,North,Thanh Hóa,vn,0,0,,North,2019-10
Ho Chi Minh,VN,,,vn,2019-10-31T18:11:14Z,OTHERS,HCM,1099,0,,12:00,1.0,1.0,HCM - Other - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2019-10
Bà Rịa - Vũng Tàu,VN,metro,,vn,2016-10-13T10:41:16Z,STATION,DNB,22,0,1,12:00,10.387024,107.096682,VT - Vung Tau - SOU,,VT,South,Bà Rịa - Vũng Tàu,vn,0,0,,South,2016-10
Ho Chi Minh City,VN,,,vn,2016-10-26T16:33:34Z,OTHERS,Others,30,1,0,12:00,1.0,1.0,Mobile Hub,,Mob,HCM,,vn,0,0,,HCM,2016-10
Hải Phòng,VN,metro,,vn,2016-10-26T12:37:46Z,STATION,DBSH,28,0,1,12:00,20.865399,106.694997,HP - Hai Phong - NOR,,HP,North,Hải Phòng,vn,0,0,,North,2016-10
Hải Dương,VN,metro,,vn,2016-10-26T12:35:45Z,STATION,DBSH,26,0,1,12:00,20.947488,106.32527,HD - Hai Duong - NOR,,HD,North,Hải Dương,vn,0,0,,North,2016-10
Gia Lai,VN,metro,,vn,2021-03-23T17:44:21Z,CROSSDOCK,MTTN,1264,0,,12:00,14.0182101,107.9859538,GIL - Pleiku - SOU,,GIL,South,Gia Lai,vn,1,0,,South,2021-03
Kon Tum,VN,metro,,vn,2021-03-23T17:45:48Z,CROSSDOCK,MTTN,1265,0,,12:00,14.3598662,107.9987641,KOT - KT - SOU,,KOT,South,Kon Tum,vn,1,0,,South,2021-03
Kien Giang,VN,sub2,,vn,2021-03-30T14:57:49Z,STATION,MT,1272,0,,12:00,10.035258,105.22925,KIG - Tan Hiep - SOU - SUB 2,,KIG,South,Kien Giang,vn,0,0,,South,2021-03
Kien Giang,VN,sub2,,vn,2021-03-29T16:11:50Z,STATION,MT,1271,0,,12:00,9.786356,105.032146,KIG - An Bien - SOU - SUB 2,,KIG,South,Kiên Giang,vn,0,0,,South,2021-03
An Giang,VN,sub2,,vn,2021-03-29T16:06:39Z,STATION,MT,1269,0,,12:00,10.797515,105.250911,ANG - Tan Chau - SOU - SUB 2,,ANG,South,An Giang,vn,0,0,,South,2021-03
An Giang,VN,sub2,,vn,2021-03-29T16:07:41Z,STATION,MT,1270,0,,12:00,10.813672,105.088395,ANG - An Phu - SOU - SUB 2,,ANG,South,An Giang,vn,0,0,,South,2021-03
Binh Duong,VN,sub2,,vn,2021-03-23T17:07:32Z,STATION,DNB,1262,0,,12:00,11.107,106.629689,BD - Bac Tan Uyen - SOU - SUB 2,,BD,South,Bình Dương,vn,0,0,,South,2021-03
Can Tho,VN,sub2,,vn,2021-03-31T12:36:31Z,STATION,MT,1274,0,,12:00,10.0067273,105.7929982,CT - Cai Rang - SOU - SUB 2,,CT,South,Can Tho,vn,0,0,,South,2021-03
Ho Chi Minh,VN,metro,,vn,2016-11-03T20:36:02Z,CROSSDOCK,HCM,36,0,0,12:00,10.780206,106.596238,HCM - Zone 20 - SOU,,HCM,HCM,Transit Hub_Southern,vn,0,0,,HCM,2016-11
Đồng Nai,VN,sub1,,vn,2018-03-21T16:40:56Z,STATION,DNB,371,0,1,12:00,11.1981594,107.3532052,DN - Dinh Quan - SOU - SUB 2,,DN,South,Đồng Nai,vn,0,0,,South,2018-03
Trà Vinh,VN,sub1,,vn,2018-03-23T12:38:48Z,STATION,MT,395,0,1,12:00,9.817886,106.195344,TRV - Tieu Can - SOU - SUB 2,,TRV,South,Trà Vinh,vn,0,0,,South,2018-03
Cà Mau,VN,sub1,,vn,2018-03-21T16:39:31Z,STATION,MT,367,0,1,12:00,9.377089,105.230341,CAM - Thoi Binh - SOU - SUB 2,,CAM,South,Cà Mau,vn,0,0,,South,2018-03
Quảng Ngãi,VN,sub1,,vn,2018-03-23T12:29:28Z,STATION,MTTN,381,0,1,12:00,15.309381,108.754603,QNG - Binh Son - SOU - SUB 2,,QNG,South,Quảng Ngãi,vn,0,0,,Central,2018-03
Quảng Nam,VN,sub1,,vn,2018-03-23T19:43:33Z,STATION,MTTN,411,0,1,12:00,15.431831,108.654469,QUA - Nui Thanh - SOU - SUB 2,,QUA,South,Quảng Nam,vn,0,0,,Central,2018-03
Bình Định,VN,metro,,vn,2018-03-01T12:01:38Z,STATION,MTTN,319,0,1,12:00,13.753488,109.213529,BID - Quy Nhon - SOU,,BID,South,Bình Định,vn,0,0,,South,2018-03
Phu Yen,VN,metro,,vn,2018-03-01T14:10:12Z,STATION,MTTN,321,0,1,12:00,13.066004,109.330942,PHY - Tuy Hoa - SOU,,PHY,South,Phú Yên,vn,0,0,,South,2018-03
Quảng Ninh,VN,sub2,,vn,2018-03-10T16:01:27Z,STATION,DBSH,333,0,1,12:00,21.386133,107.375177,QUN - Tien Yen - NOR - SUB 2,,QUN,North,Quảng Ninh,vn,0,0,,North,2018-03
Điện Biên,VN,sub3,,vn,2018-03-18T22:06:31Z,STATION,NMM,365,0,1,12:00,21.745279,103.087489,DIB - Muong Cha - NOR - SUB 2,,DIB,North,Điện Biên,vn,0,0,,North,2018-03
Ninh Thuận,VN,sub1,,vn,2018-03-23T12:30:48Z,STATION,MTTN,387,0,1,12:00,11.5227973,108.9242107,NIT - Ninh Phuoc - SOU - SUB 2,,NIT,South,Ninh Thuận,vn,0,0,,South,2018-03
Buon Ma Thuot,VN,metro,,vn,2020-10-09T16:29:48Z,CROSSDOCK,MTTN,1226,0,,12:00,12.7105102,108.050996,DAK - Buon Ma Thuot - SOU,,DAK,South,Buôn Ma Thuột,vn,1,0,,South,2020-10
Long An,VN,sub2,,vn,2021-06-18T13:02:11Z,STATION,DNB,103276,0,,12:00,10.563114,106.595735,LA - Can Duoc - SOU - SUB 2,,LA,South,LA - Can Duoc - SOU - SUB 2,vn,0,0,,South,2021-06
Quảng Trị,VN,metro,,vn,2018-01-30T21:52:45Z,STATION,BTB,297,0,1,12:00,16.822523,107.104426,QUT - Quang Tri - NOR,,QUT,North,Quảng Trị,vn,0,0,,Central,2018-01
Cà Mau,VN,metro,,vn,2018-01-30T22:44:36Z,STATION,MT,305,0,1,12:00,9.182175,105.160303,CAM - Ca Mau - SOU,,CAM,South,Cà Mau,vn,0,0,,South,2018-01
Hồ Chí Minh,VN,metro,,vn,2018-11-06T11:00:24Z,STATION,HCM,823,0,1,12:00,10.788013,106.645061,HCM - Tan Binh 1 - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2018-11
Ha Noi,VN,sub2,,vn,2018-11-27T10:25:57Z,STATION,HN,835,0,1,12:00,20.688987,105.7405323,HN - My Duc - NOR - SUB 2 - DP,,HN,HN,Hà Nội,vn,0,0,,HN,2018-11
Ho Chi Minh,VN,,,vn,2018-11-02T11:02:21Z,OTHERS,HCM,819,0,0,12:00,1.0,1.0,HCM - GHTK - SOU - XDOCK,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2018-11
Can Tho,VN,sub2,,vn,2021-05-16T15:26:55Z,STATION,Others,103199,0,,12:00,10.092033,105.4280026,Test hub,,Tes,South,Can Tho,vn,0,0,,South,2021-05
CẦN ThƠ,VN,sub2,,vn,2021-05-26T17:12:58Z,STATION,MT,103223,0,,12:00,10.0690108,105.74714262,CT - Binh Thuy - SOU - SUB 2,,CT,South,Cần Thơ,vn,0,0,,South,2021-05
Nghe An,VN,sub2,,vn,2020-04-23T10:19:43Z,STATION,BTB,1165,0,,12:00,19.394173,104.1576029,NGA - Ky Son - NOR - SUB 2,,NGA,North,Nghệ An,vn,0,0,,North,2020-04
Ha Noi,VN,,,vn,2020-04-16T09:59:31Z,OTHERS,HN,1161,0,,12:00,20.980543,105.9733699999,HN - Tiki Linehaul - Pickup - NOR,15,HN,HN,Hà Nội,vn,0,1,HN - Long Bien - NOR,HN,2020-04
Ho Chi Minh,VN,metro,,vn,2020-04-23T16:18:50Z,OTHERS,HCM,1166,0,,12:00,1.0,1.0,HCM Hub Liable,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2020-04
Ho Chi Minh,VN,,,vn,2020-04-29T16:27:51Z,OTHERS,Others,1168,0,,12:00,1.0,1.0,Country Cost,,Cou,HCM,Hồ Chí Minh,vn,0,0,,HCM,2020-04
HỒ ChÍ Minh,VN,metro,,vn,2020-12-07T15:43:54Z,STATION,HCM,1240,0,,12:00,10.830972,106.705464,HCM - Binh Thanh 2 - SOU - DP,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2020-12
Da Nang,VN,sub2,,vn,2020-12-07T11:55:49Z,STATION,MTTN,1238,0,,12:00,16.0376106596,108.2396852541,DNG - NHS - SOU - DP,,DNG,South,Đà Nẵng,vn,0,0,,Central,2020-12
Ha Noi,VN,sub2,,vn,2018-09-16T11:35:31Z,STATION,HN,789,0,1,12:00,21.161758,105.786986,HN - Dong Anh - NOR - SUB 2 - DP,,HN,HN,Hà Nội,vn,0,0,,HN,2018-09
Phú Thọ,VN,metro,,vn,2017-09-25T15:23:12Z,STATION,NMM,151,0,1,12:00,21.33832,105.374462,PTH - Phu Tho - NOR,,PTH,North,Phú Thọ,vn,0,0,,North,2017-09
Tuyên Quang,VN,sub1,,vn,2017-11-11T23:12:17Z,STATION,NMM,220,0,1,12:00,21.784031,105.22767,TUQ - Tuyen Quang - NOR,,TUQ,North,Tuyên Quang,vn,0,0,,North,2017-11
Lâm Đồng,VN,sub2,,vn,2020-07-29T14:56:36Z,STATION,MTTN,1199,0,,12:00,12.057883,108.171373,LAD - Dam Rong - SOU - SUB 2,,LAD,South,Lâm Đồng,vn,0,0,,South,2020-07
Vung Tau,VN,sub3,,vn,2020-09-03T13:22:02Z,STATION,DNB,1215,1,,12:00,10.498641,107.168032,VT - Ba Ria - SOU - SUB 2,,VT,South,Vung Tau,vn,0,0,,South,2020-09
Binh Phuoc,VN,sub3,,vn,2020-09-18T23:58:52Z,STATION,DNB,1220,1,,12:00,11.411976,106.617258,BIP - Chon Thanh - SOU - SUB 2,,BIP,South,Binh Phuoc,vn,0,0,,South,2020-09
Quảng Ninh,VN,sub1,,vn,2021-01-05T11:07:36Z,STATION,DBSH,1243,0,,12:00,20.976181,107.001198,QUN - Bai Chay - NOR - SUB 2,,QUN,North,Quảng Ninh,vn,0,0,,North,2021-01
Bắc Giang,VN,sub2,,vn,2021-01-21T11:23:33Z,STATION,NMM,1252,0,,12:00,21.246044,106.098427,BAG - Viet Yen - NOR - SUB 2,,BAG,North,Bắc Giang,vn,0,0,,North,2021-01
North,VN,sub1,,vn,2019-11-19T14:48:46Z,OTHERS,Others,1111,0,,12:00,1.0,1.0,North Holding Covid,,Nor,North,North,vn,0,0,,North,2019-11
Ha Noi,VN,,,vn,2019-10-31T16:25:37Z,OTHERS,Others,1091,0,,12:00,1.0,1.0,Share Liability: HN FLEET DP + HCM WH,,Sha,HN,Hà Nội,vn,0,0,,HN,2019-10
Ho Chi Minh,VN,,,vn,2019-10-31T18:10:31Z,OTHERS,HCM,1098,0,,12:00,1.0,1.0,HCM - Tiki Eton - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2019-10
Cao Bang,VN,sub2,,vn,2019-10-11T21:47:50Z,STATION,NMM,1082,0,,12:00,22.611823,105.937017,CAB - Nguyen Binh - NOR - SUB 2,,CAB,North,Cao Bằng,vn,0,0,,North,2019-10
Ho Chi Minh,VN,metro,,vn,2019-10-31T16:24:38Z,OTHERS,Others,1090,0,,12:00,1.0,1.0,Night Ops liable,,Nig,HCM,Hồ Chí Minh,vn,0,0,,HCM,2019-10
Ho Chi Minh,VN,,,vn,2019-10-31T18:08:15Z,OTHERS,HCM,1095,0,,12:00,1.0,1.0,HCM - Tiki TS - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2019-10
Ha Tinh,VN,sub2,,vn,2019-10-11T21:50:18Z,STATION,BTB,1083,0,,12:00,18.507457,105.420833,HAT - Huong Son - NOR - SUB 2,,HAT,North,Hà Tĩnh,vn,0,0,,North,2019-10
Hòa Bình,VN,sub2,,vn,2018-04-02T14:29:59Z,STATION,NMM,421,0,1,12:00,20.568367,105.721872,HOB - Lac Thuy - NOR - SUB 2,,HOB,North,Hòa Bình,vn,0,0,,North,2018-04
Lào Cai,VN,sub3,,vn,2018-04-02T14:41:00Z,STATION,NMM,425,0,1,12:00,22.317167,104.129339,LCA - Bao Thang - NOR - SUB 2,,LCA,North,Lào Cai,vn,0,0,,North,2018-04
Quảng Nam,VN,sub3,,vn,2018-04-02T18:14:11Z,STATION,MTTN,431,0,1,12:00,15.342962,108.222055,QUA - Bac Tra My - SOU - SUB 2,,QUA,South,Quảng Nam,vn,0,0,,Central,2018-04
Dak Nông,VN,sub2,,vn,2018-04-02T18:12:36Z,STATION,MTTN,429,0,1,12:00,12.454491,107.591324,DAN - Dak Mil - SOU - SUB 2,,DAN,South,Đắk Nông,vn,0,0,,South,2018-04
Thanh Hóa,VN,sub2,,vn,2018-04-14T10:46:43Z,STATION,BTB,445,0,1,12:00,19.905105,105.515642,THH - Tho Xuan - NOR - SUB 2,,THH,North,Thanh Hóa,vn,0,0,,North,2018-04
Ho Chi Minh,VN,,,vn,2018-04-19T10:34:12Z,OTHERS,HCM,453,0,0,12:00,1.0,1.0,HCM - LZD TB - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2018-04
Thanh Hóa,VN,sub2,,vn,2018-04-16T23:05:29Z,STATION,BTB,451,0,1,12:00,19.451253,105.771643,THH - Tinh Gia - NOR - SUB 2,,THH,North,Thanh Hóa,vn,0,0,,North,2018-04
Đồng Nai,VN,sub2,,vn,2020-05-20T10:34:49Z,STATION,DNB,1179,0,,12:00,10.9057324,106.8512599,DN - Long Binh Tan - SOU - SUB 2,,DN,South,Đồng Nai,vn,0,0,,South,2020-05
Long An,VN,sub1,,vn,2020-05-28T17:04:25Z,STATION,DNB,1184,0,,12:00,10.890088,105.783841,LA - Vinh Hung - SOU - SUB 2,,LA,South,Long An,vn,0,0,,South,2020-05
Thái Bình,VN,sub2,,vn,2020-05-13T18:20:25Z,STATION,DBSH,1176,0,,12:00,20.542905,106.440454,THB - Thai Thuy - NOR - SUB 2,,THB,North,Thái Bình,vn,0,0,,North,2020-05
VN,VN,,,vn,2020-05-28T14:22:43Z,OTHERS,Others,1182,0,,12:00,1.0,1.0,Share Liability BAG: WH EXP NOR + Freight - EXP NOR,,Sha,HN,,vn,0,0,,HN,2020-05
Ho Chi Minh,VN,,,vn,2020-05-11T16:34:58Z,OTHERS,HCM,1173,0,,12:00,1.0,1.0,HCM - Shopee Q07 - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2020-05
Ho Chi Minh,VN,,,vn,2020-05-11T16:35:34Z,OTHERS,HCM,1174,0,,12:00,1.0,1.0,HCM - Shopee CCI - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2020-05
VN,VN,,,vn,2020-05-28T14:22:03Z,OTHERS,Others,1181,0,,12:00,1.0,1.0,Share Liability BAG: WH EXP SOU + Freight - EXP SOU,,Sha,HCM,,vn,0,0,,HCM,2020-05
Đồng Nai,VN,sub2,,vn,2020-05-20T10:33:53Z,STATION,DNB,1178,0,,12:00,10.7359309,106.8878638,DN - Nhon Trach - SOU - SUB 2,,DN,South,Đồng Nai,vn,0,0,,South,2020-05
Thai Nguyen,VN,sub1,,vn,2021-02-01T09:20:53Z,STATION,NMM,1253,0,,12:00,21.581948,105.812131,THN - Thai Nguyen 2 - NOR,,THN,North,Thái Nguyên,vn,0,0,,North,2021-02
An Giang,VN,sub2,,vn,2021-02-25T11:14:50Z,STATION,MT,1256,0,,12:00,10.445914,105.370351,ANG - Binh Hoa - SOU - SUB 2,,ANG,South,An Giang,vn,0,0,,South,2021-02
Dak Lak,VN,sub3,,vn,2019-03-12T18:20:27Z,STATION,MTTN,916,0,1,12:00,13.061647,107.899866,DAK - Ea Sup - SOU - SUB 2,,DAK,South,Đắk Lắk,vn,0,0,,South,2019-03
Soc Trang,VN,sub1,,vn,2019-03-25T18:33:22Z,STATION,MT,940,0,1,12:00,9.548991,105.634442,SOT - Thanh Tri - SOU - SUB 2,,SOT,South,Sóc Trăng,vn,0,0,,South,2019-03
Lâm Đồng,VN,sub2,,vn,2019-03-12T18:26:02Z,STATION,MTTN,932,0,1,12:00,11.590362,108.078601,LAD - Di Linh - SOU - SUB 2,,LAD,South,Lâm Đồng,vn,0,0,,South,2019-03
Gia Lai,VN,sub2,,vn,2019-03-12T18:18:48Z,STATION,MTTN,912,0,1,12:00,13.401121,108.44749,GIL - Ayun Pa - SOU - SUB 2,,GIL,South,Gia Lai,vn,0,0,,South,2019-03
Lam Dong,VN,metro,,vn,2021-03-18T15:56:37Z,STATION,MTTN,1260,0,,12:00,11.967327,108.427109,LAD - Da Lat 2 - SOU - DP,,LAD,South,Lâm Đồng,vn,0,0,,South,2021-03
Dak Nong,VN,metro,,vn,2021-03-23T17:41:47Z,CROSSDOCK,MTTN,1263,0,,12:00,11.9832,107.659651,DAN - Gia Nghia  - SOU,,DAN,South,Dak Nong,vn,1,0,,South,2021-03
Tay Nguyen,VN,sub1,,vn,2021-03-25T12:34:59Z,OTHERS,Others,1268,0,,12:00,11.12312,12.21323,Freight Inhouse - Tay Nguyen,,Fre,South,Tay Nguyen,vn,0,0,,South,2021-03
Da Nang,VN,metro,,vn,2018-08-28T11:44:14Z,CROSSDOCK,MTTN,762,0,1,12:00,16.038908,108.210567,DNG - Da Nang - SOU,,DNG,South,Đà Nẵng,vn,1,0,,Central,2018-08
Đồng Nai,VN,sub1,,vn,2018-08-20T15:23:24Z,STATION,DNB,759,0,1,12:00,10.937114,107.108178,DN - Trang Bom - SOU - SUB 2,,DN,South,Đồng Nai,vn,0,0,,South,2018-08
Tay Ninh,VN,sub1,,vn,2018-08-20T15:22:57Z,STATION,DNB,756,0,1,12:00,11.551754,106.1739935,TAN - Tan Chau - SOU - SUB 2,,TAN,South,Tây Ninh,vn,0,0,,South,2018-08
Ha Noi,VN,,,vn,2018-07-20T11:22:12Z,OTHERS,HN,723,0,0,12:00,1.0,1.0,HN - Fahasa - Pickup - NOR,,HN,HN,Hà Nội,vn,0,0,,HN,2018-07
Lâm Đồng,VN,sub2,,vn,2018-07-02T15:32:02Z,STATION,MTTN,678,0,1,12:00,11.782021,108.260137,LAD - Lam Ha - SOU - SUB 2,,LAD,South,Lâm Đồng,vn,0,0,,South,2018-07
Binh Thuan,VN,sub1,,vn,2018-07-10T16:03:23Z,STATION,DNB,693,0,1,12:00,10.930435,108.039593,BIT - Ham Thuan Nam - SOU - SUB 2,,BIT,South,Bình Thuận,vn,0,0,,South,2018-07
Quảng Ninh,VN,sub2,,vn,2018-07-26T19:02:02Z,STATION,Others,729,0,0,12:00,20.976181,107.00119,Test,,Tes,North,Quang Ninh,vn,0,0,,North,2018-07
Bình Phước,VN,sub1,,vn,2018-03-23T12:56:49Z,STATION,DNB,397,0,1,12:00,11.8389417,106.9342051,BIP - Phuoc Long - SOU - SUB 2,,BIP,South,Bình Phước,vn,0,0,,South,2018-03
Vinh Phuc,VN,sub2,,vn,2018-03-12T15:08:29Z,STATION,DBSH,339,0,1,12:00,21.444317,105.476707,VIP - Lap Thach - NOR - SUB 2,,VIP,North,Vĩnh Phúc,vn,0,0,,North,2018-03
Thái Nguyên,VN,sub2,,vn,2018-03-14T13:12:53Z,STATION,NMM,345,0,1,12:00,21.477393,105.994102,THN - Pho Yen - NOR - SUB 2,,THN,North,Thái Nguyên,vn,0,0,,North,2018-03
Thái Nguyên,VN,sub2,,vn,2018-03-14T13:13:34Z,STATION,NMM,347,0,1,12:00,21.746806,105.723785,THN - Phu Luong - NOR - SUB 2,,THN,North,Thái Nguyên,vn,0,0,,North,2018-03
Ho Chi Minh,VN,,,vn,2017-12-24T21:57:50Z,OTHERS,HCM,253,0,0,12:00,1.0,1.0,HCM - SCJ - Pickup - SOU,,HCM,HCM,Hồ Chí Minh,vn,0,0,,HCM,2017-12
