hub_id,hub_name,hub_region,province_code,created_month
771,CAM - Dam Doi - SOU - SUB 2,South,CAM,2018-08
1156,VT - Chau Duc - SOU - SUB 2,South,VT,2020-03
1155,PHY - Song Cau - SOU - SUB 2,South,PHY,2020-03
1146,BID - Van Canh - SOU - SUB 2,South,BID,2020-03
1147,KHH - Khanh Vinh - SOU - SUB 2,South,KHH,2020-03
1149,QUA - Dong Giang - SOU - SUB 2,South,QUA,2020-03
1152,VIL - Binh Minh - SOU - SUB 2,South,VIL,2020-03
1159,DN - Phu Thanh - SOU - SUB 2,South,DN,2020-03
1158,THB - Tien Hai - NOR - SUB 2,North,THB,2020-03
1148,QUA - Tay Giang - SOU - SUB 2,South,QUA,2020-03
1154,KHH - Cam Lam - SOU - SUB 2,South,KHH,2020-03
165,TAN - Tay Ninh - SOU,South,TAN,2017-10
173,HAT - Holding - Covid,North,HAT,2017-10
181,NGA - Holding - Covid,North,NGA,2017-10
163,HOB - Hoa Binh - NOR,North,HOB,2017-10
197,Test,HCM,Tes,2017-10
177,DIB - Dien Bien - NOR,North,DIB,2017-10
175,SOL - Son La - NOR,North,SOL,2017-10
193,Test,HCM,Tes,2017-10
199,HCM - Tan Phu 1 - SOU - DP,HCM,HCM,2017-10
213,QUA - Tam Ky - SOU,South,QUA,2017-10
179,HP - Holding - Covid,North,HP,2017-10
205,HCM - QBT 1 - SOU - DP,HCM,HCM,2017-10
201,HCM - Thu Duc 1 - SOU - DP,HCM,HCM,2017-10
211,BIT - Binh Thuan - SOU,South,BIT,2017-10
183,HD - Holding - Covid,North,HD,2017-10
185,Test,HCM,Tes,2017-10
191,HCM - District 9 B - SOU - DP,HCM,HCM,2017-10
209,HCM - Hoc Mon - SOU - DP,HCM,HCM,2017-10
203,HCM - District 8 - SOU - DP,HCM,HCM,2017-10
171,HCM - District 6 - SOU - DP,HCM,HCM,2017-10
161,HAN - Ha Nam - NOR,North,HAN,2017-10
195,HN - Quoc Oai - NOR - SUB 2 - DP,HN,HN,2017-10
189,HCM - Fleet - SOU,HCM,HCM,2017-10
169,BN - Holding - Covid,North,BN,2017-10
187,Test,HCM,Tes,2017-10
1215,VT - Ba Ria - SOU - SUB 2,South,VT,2020-09
1220,BIP - Chon Thanh - SOU - SUB 2,South,BIP,2020-09
1218,SOT - Ke Sach - SOU - SUB 2,South,SOT,2020-09
1222,NAD - Nghia Hung - NOR - SUB 2,North,NAD,2020-09
1224,PTH - Tam Nong - NOR - SUB 2,North,PTH,2020-09
1216,HD - Gia Loc - NOR - SUB 2,North,HD,2020-09
1223,VIP - Phuc Yen - NOR - SUB 2,North,VIP,2020-09
1219,BIP - Chon Thanh - SOU - SUB 2,South,BIP,2020-09
1221,NAD - Vu Ban - NOR - SUB 2,North,NAD,2020-09
13,BD - Binh Duong - SOU,South,BD,2016-07
1085,QUB - Minh Hoa - NOR - SUB 2,North,QUB,2019-10
1086,NGA - Thanh Chuong - NOR - SUB 2,North,NGA,2019-10
1082,CAB - Nguyen Binh - NOR - SUB 2,North,CAB,2019-10
1090,Night Ops liable,HCM,Nig,2019-10
1083,HAT - Huong Son - NOR - SUB 2,North,HAT,2019-10
1084,THH - Ngoc Lac - NOR - SUB 2,North,THH,2019-10
1081,NGA - Thai Hoa - NOR - SUB 2,North,NGA,2019-10
1088,HD - Cam Giang - NOR - SUB 2,North,HD,2019-10
1089,THH - Lang Chanh - NOR - SUB 2,North,THH,2019-10
1087,THH - Muong Lat - NOR - SUB 2,North,THH,2019-10
1092,THN - Phu Binh - NOR - SUB 2,North,THN,2019-10
240,HCM - District 4 - SOU - DP,HCM,HCM,2017-12
269,BAK - Bac Kan - NOR,North,BAK,2017-12
242,HCM - Binh Chanh 1 - SOU - DP,HCM,HCM,2017-12
259,HN - Bac Tu Liem - NOR - DP,HN,HN,2017-12
271,CAB - Cao Bang - NOR,North,CAB,2017-12
251,HY - Yen My - NOR - SUB 2,North,HY,2017-12
263,Test,HCM,Tes,2017-12
236,HCM - Phu Nhuan - SOU - DP,HCM,HCM,2017-12
257,Test,HCM,Tes,2017-12
255,HD - Chi Linh - NOR - SUB 2,North,HD,2017-12
261,Test,HCM,Tes,2017-12
238,HCM - Binh Chanh 2 - SOU - DP,HCM,HCM,2017-12
245,HP - Vinh Bao - NOR - SUB 2,North,HP,2017-12
243,BN - Luong Tai - NOR - SUB 2,North,BN,2017-12
247,YEB - Yen Bai - NOR,North,YEB,2017-12
249,LCA - Lao Cai - NOR,North,LCA,2017-12
887,DNG - Hoa Vang - SOU - SUB 2,South,DNG,2019-01
891,DAK - Ea Hleo - SOU - SUB 2,South,DAK,2019-01
875,KIG - Kien Luong - SOU - SUB 2,South,KIG,2019-01
80,HN - LOB - NOR - DP,HN,HN,2017-06
84,BET - Ben Tre - SOU,South,BET,2017-06
76,Police,HCM,Pol,2017-06
1103,SOL - Van Ho - NOR - SUB 2,North,SOL,2019-11
1107,NGA - Quy Hop - NOR - SUB 2,North,NGA,2019-11
1106,NGA - Yen Thanh - NOR - SUB 2,North,NGA,2019-11
1105,YEB - Tran Yen - NOR - SUB 2,North,YEB,2019-11
1104,YEB - Tram Tau - NOR - SUB 2,North,YEB,2019-11
1111,North Holding Covid,North,Nor,2019-11
1112,OVERCAP - CE,HCM,OVE,2019-11
910,KOT - Sa Thay - SOU - SUB 2,South,KOT,2019-02
894,GIL - Duc Co - SOU - SUB 2,South,GIL,2019-02
906,KOT - Kon Plong - SOU - SUB 2,South,KOT,2019-02
902,KOT - Dak Glei - SOU - SUB 2,South,KOT,2019-02
898,GIL - Chu Prong - SOU - SUB 2,South,GIL,2019-02
1240,HCM - Binh Thanh 2 - SOU - DP,HCM,HCM,2020-12
1238,DNG - NHS - SOU - DP,South,DNG,2020-12
1239,HCM - Tan Binh 2 - SOU - DP,HCM,HCM,2020-12
1241,TAN - Duong Minh Chau - SOU - SUB 2,South,TAN,2020-12
311,LAD - Lam Dong - SOU,South,LAD,2018-02
315,LA - Kien Tuong - SOU - SUB 2,South,LA,2018-02
317,DAN - Dak Nong - SOU,South,DAN,2018-02
307,VT - Long Dien - SOU - SUB 2,South,VT,2018-02
309,DAK - Dak Lak - SOU,South,DAK,2018-02
313,DOT - Tam Nong - SOU - SUB 2,South,DOT,2018-02
1140,LCA - Si Ma Cai - NOR - SUB 2,North,LCA,2020-02
1139,HY - My Hao - NOR - SUB 2,North,HY,2020-02
1137,HP - Kien Thuy - NOR - SUB 2,North,HP,2020-02
1142,HCM - QuQo - SOU - DP,HCM,HCM,2020-02
1131,NGA - Con Cuong - NOR - SUB 2,North,NGA,2020-02
1143,KOT - Ia Hdrai - SOU - SUB 2,South,KOT,2020-02
1132,NGA - Tuong Duong - NOR - SUB 2,North,NGA,2020-02
1144,KOT - Dak To - SOU - SUB 2,South,KOT,2020-02
1141,HOB - Mai Chau - NOR - SUB 2,North,HOB,2020-02
1130,BAK - Pac Nam - NOR - SUB 2,North,BAK,2020-02
1138,HAN - Ly Nhan - NOR - SUB 2,North,HAN,2020-02
39,CT - CTH - SOU - DP,South,CT,2016-11
32,DNG - DAD - SOU - DP,South,DNG,2016-11
42,BN - Bac Ninh - NOR,North,BN,2016-11
45,HY - Hung Yen - NOR,North,HY,2016-11
51,TG - Tien Giang - SOU,South,TG,2016-12
48,LA - Long An - SOU,South,LA,2016-12
971,Test,North,Tes,2019-04
967,HN - Dan Phuong - NOR - SUB 2 - DP,HN,HN,2019-04
956,CAM - Tran Van Thoi - SOU - SUB 2,South,CAM,2019-04
963,HCM - Can Gio 2 - SOU - DP,HCM,HCM,2019-04
959,HCM - Fahasa - SOU - DP,HCM,HCM,2019-04
